,inner_loss,inner_loss_b,inner_loss_f
1541,[0.00467197 0.00457806 0.00448878 0.0044038  0.00432278 0.00424543],"[5.46955965e-05 5.16327413e-05 4.88228534e-05 4.62434074e-05
 4.38739712e-05 4.16951486e-05]",[0.00412502 0.00406173 0.00400055 0.00394137 0.00388404 0.00382848]
1542,[0.00579744 0.00572963 0.00566384 0.00559997 0.00553791 0.00547756],"[3.51056595e-05 3.32737776e-05 3.15731430e-05 2.99944551e-05
 2.85290387e-05 2.71691407e-05]",[0.00544638 0.00539689 0.00534811 0.00530003 0.00525262 0.00520587]
1543,[0.00844443 0.00817614 0.00793172 0.00770842 0.00750383 0.00731582],"[4.79785591e-05 4.55852828e-05 4.38138816e-05 4.25644660e-05
 4.17503550e-05 4.12974167e-05]",[0.00796464 0.00772029 0.00749358 0.00728278 0.00708632 0.00690284]
1544,[0.01057173 0.01044662 0.01032563 0.01020849 0.01009494 0.00998475],"[5.51121969e-05 5.19736797e-05 4.90879131e-05 4.64342754e-05
 4.39940150e-05 4.17491861e-05]",[0.0100206  0.00992688 0.00983475 0.00974414 0.009655   0.00956726]
1545,[0.00599976 0.00594438 0.00589009 0.00583683 0.00578456 0.00573321],"[2.53398325e-05 2.40849229e-05 2.29086317e-05 2.18059320e-05
 2.07716966e-05 1.98014591e-05]",[0.00574636 0.00570353 0.005661   0.00561877 0.00557684 0.0055352 ]
1546,[0.00715974 0.00705274 0.00695086 0.00685363 0.00676071 0.00667173],"[3.55798991e-05 3.40977841e-05 3.27919304e-05 3.16425846e-05
 3.06321216e-05 2.97441329e-05]",[0.00680394 0.00671177 0.00662294 0.00653721 0.00645438 0.00637429]
1547,[0.00742808 0.00731982 0.00721563 0.00711527 0.00701848 0.00692503],"[5.50470517e-05 5.16561000e-05 4.85358958e-05 4.56649001e-05
 4.30228263e-05 4.05909735e-05]",[0.00687761 0.00680326 0.00673027 0.00665862 0.00658825 0.00651913]
1548,[0.01157393 0.01139285 0.01122177 0.01105976 0.01090598 0.01075971],"[4.71272931e-05 4.45575703e-05 4.23421722e-05 4.04387274e-05
 3.88096310e-05 3.74217353e-05]",[0.01110265 0.01094727 0.01079835 0.01065537 0.01051789 0.01038549]
1549,[0.00418329 0.00412433 0.00406787 0.00401375 0.00396183 0.00391195],"[4.90283574e-05 4.61310725e-05 4.34421309e-05 4.09465980e-05
 3.86292491e-05 3.64773662e-05]",[0.00369301 0.00366301 0.00363344 0.00360429 0.00357554 0.00354717]
1550,[0.0058703  0.0057983  0.00572851 0.00566083 0.00559512 0.0055313 ],"[4.22946903e-05 4.02402379e-05 3.83296934e-05 3.65522293e-05
 3.48986482e-05 3.33600291e-05]",[0.00544736 0.00539589 0.00534522 0.0052953  0.00524614 0.0051977 ]
1551,[0.00681978 0.00667854 0.00654612 0.00642169 0.00630449 0.00619384],"[3.22784863e-05 3.08507099e-05 2.96817686e-05 2.87360298e-05
 2.79830455e-05 2.73951676e-05]",[0.00649699 0.00637003 0.0062493  0.00613433 0.00602466 0.00591989]
1552,[0.00688015 0.00681121 0.00674444 0.00667972 0.0066169  0.00655588],"[4.61036415e-05 4.37035147e-05 4.14742709e-05 3.94039468e-05
 3.74797699e-05 3.56917497e-05]",[0.00641912 0.00637417 0.0063297  0.00628568 0.0062421  0.00619897]
1553,[0.00842954 0.00834338 0.00826001 0.00817927 0.00810099 0.00802503],"[3.38570200e-05 3.20578665e-05 3.04139049e-05 2.89125625e-05
 2.75421129e-05 2.62921074e-05]",[0.00809097 0.0080228  0.00795588 0.00789014 0.00782557 0.00776211]
1554,[0.01064914 0.0105249  0.01040551 0.01029062 0.01017989 0.01007304],"[5.17428834e-05 4.88433867e-05 4.62143617e-05 4.38309827e-05
 4.16702926e-05 3.97126553e-05]",[0.01013171 0.01003647 0.00994337 0.00985231 0.00976318 0.00967591]
1555,[0.00701596 0.00694481 0.0068757  0.00680852 0.00674315 0.00667948],"[4.43956495e-05 4.21215346e-05 4.00062400e-05 3.80381611e-05
 3.62067064e-05 3.45027842e-05]",[0.006572   0.0065236  0.00647564 0.00642814 0.00638108 0.00633445]
1556,[0.00641674 0.00628623 0.00616361 0.00604815 0.00593917 0.00583609],"[4.50509471e-05 4.22932874e-05 3.98699846e-05 3.77412698e-05
 3.58727586e-05 3.42341034e-05]",[0.00596623 0.00586329 0.00576491 0.00567073 0.00558044 0.00549375]
1557,[0.00717986 0.00709215 0.00700768 0.00692623 0.00684762 0.00677166],"[5.84831462e-05 5.50484001e-05 5.18650485e-05 4.89146511e-05
 4.61796251e-05 4.36429533e-05]",[0.00659503 0.00654167 0.00648903 0.00643709 0.00638583 0.00633523]
1558,[0.00825894 0.00817194 0.00808762 0.00800582 0.00792639 0.00784919],"[4.76669674e-05 4.51080069e-05 4.27375247e-05 4.05420368e-05
 3.85076217e-05 3.66229604e-05]",[0.00778227 0.00772086 0.00766024 0.0076004  0.00754131 0.00748296]
1559,[0.00544756 0.00534966 0.00525589 0.005166   0.00507975 0.00499689],"[6.56224948e-05 6.18204292e-05 5.83041020e-05 5.50510031e-05
 5.20415363e-05 4.92563284e-05]",[0.00479134 0.00473145 0.00467285 0.00461549 0.00455933 0.00450432]
1560,[0.00427267 0.0042201  0.00416921 0.00411991 0.0040721  0.00402571],"[3.50670516e-05 3.32601781e-05 3.15765626e-05 3.00075535e-05
 2.85447535e-05 2.71809112e-05]",[0.003922   0.0038875  0.00385344 0.00381983 0.00378665 0.0037539 ]
1561,[0.00884556 0.00875779 0.00867275 0.00859029 0.00851025 0.00843248],"[3.34095571e-05 3.18992508e-05 3.05224504e-05 2.92683890e-05
 2.81261018e-05 2.70865542e-05]",[0.00851147 0.00843879 0.00836753 0.00829761 0.00822899 0.00816162]
1562,[0.0033808  0.00333606 0.00329294 0.00325136 0.00321121 0.00317243],"[4.13914332e-05 3.92445964e-05 3.72354485e-05 3.53547516e-05
 3.35938851e-05 3.19447047e-05]",[0.00296689 0.00294361 0.00292059 0.00289781 0.00287527 0.00285298]
1563,[0.01428433 0.01413814 0.01399538 0.01385583 0.0137193  0.01358563],"[4.93913472e-05 4.62942383e-05 4.34400171e-05 4.08092207e-05
 3.83853212e-05 3.61509998e-05]",[0.01379042 0.0136752  0.01356098 0.01344774 0.01333545 0.01322412]
1564,[0.00437012 0.0043092  0.00425049 0.00419386 0.00413917 0.00408631],"[4.32842581e-05 4.10634093e-05 3.89951458e-05 3.70683856e-05
 3.52724867e-05 3.35974479e-05]",[0.00393728 0.00389856 0.00386053 0.00382317 0.00378644 0.00375033]
1565,[0.01196215 0.01182157 0.01168639 0.0115562  0.01143064 0.01130939],"[4.97541685e-05 4.69283324e-05 4.43671993e-05 4.20457470e-05
 3.99418346e-05 3.80353302e-05]",[0.01146461 0.01135228 0.01124271 0.01113574 0.01103122 0.01092904]
1566,[0.00722898 0.00710782 0.00699318 0.00688448 0.00678118 0.00668281],"[3.86596505e-05 3.65260987e-05 3.46523939e-05 3.30090004e-05
 3.15685083e-05 3.03076293e-05]",[0.00684238 0.00674256 0.00664666 0.00655439 0.00646549 0.00637974]
1567,[0.00938275 0.00923939 0.00910231 0.00897105 0.00884516 0.00872425],"[4.36570540e-05 4.18103780e-05 4.01758848e-05 3.87304622e-05
 3.74533900e-05 3.63264846e-05]",[0.00894618 0.00882129 0.00870055 0.00858374 0.00847063 0.00836099]
1568,[0.00291755 0.00287805 0.0028398  0.00280273 0.00276677 0.00273187],"[3.24859687e-05 3.09042300e-05 2.94209064e-05 2.80289163e-05
 2.67227331e-05 2.54967556e-05]",[0.00259269 0.00256901 0.00254559 0.00252244 0.00249954 0.00247691]
1569,[0.00962622 0.00941584 0.00922044 0.00903847 0.00886856 0.00870951],"[3.94207413e-05 3.84920908e-05 3.78981867e-05 3.75848942e-05
 3.75054451e-05 3.76187752e-05]",[0.00923201 0.00903092 0.00884146 0.00866262 0.00849351 0.00833332]
1570,[0.00538057 0.00530917 0.00524025 0.00517367 0.00510926 0.0050469 ],"[4.84871342e-05 4.56766486e-05 4.30650402e-05 4.06377706e-05
 3.83810191e-05 3.62822446e-05]",[0.0048957  0.0048524  0.0048096  0.00476729 0.00472545 0.00468408]
1571,[0.00242224 0.00238929 0.00235741 0.00232652 0.00229659 0.00226755],"[3.11093784e-05 2.96828166e-05 2.83397887e-05 2.70748597e-05
 2.58833502e-05 2.47603180e-05]",[0.00211115 0.00209247 0.00207401 0.00205577 0.00203775 0.00201995]
1572,[0.00851848 0.00838206 0.00825201 0.00812783 0.00800903 0.00789523],"[4.66966682e-05 4.44548079e-05 4.24478513e-05 4.06510600e-05
 3.90432845e-05 3.76044389e-05]",[0.00805152 0.00793751 0.00782753 0.00772132 0.0076186  0.00751918]
1573,[0.00654826 0.00646582 0.00638657 0.00631029 0.00623677 0.00616586],"[4.16515498e-05 3.92695329e-05 3.70837346e-05 3.50781568e-05
 3.32372491e-05 3.15475099e-05]",[0.00613175 0.00607313 0.00601573 0.00595951 0.0059044  0.00585038]
1574,[0.00768145 0.0075883  0.00749883 0.00741279 0.00732995 0.00725011],"[6.40606884e-05 6.01667236e-05 5.65676019e-05 5.32412506e-05
 5.01664948e-05 4.73238570e-05]",[0.00704084 0.00698663 0.00693315 0.00688038 0.00682829 0.00677687]
1575,[0.00706023 0.00696227 0.00686818 0.0067777  0.00669059 0.00660662],"[4.83108883e-05 4.58600062e-05 4.36154282e-05 4.15594860e-05
 3.96763306e-05 3.79506049e-05]",[0.00657712 0.00650367 0.00643203 0.00636211 0.00629383 0.00622712]
1576,[0.00621272 0.00613383 0.00605799 0.005985   0.00591466 0.00584681],"[5.15662966e-05 4.83212876e-05 4.53213487e-05 4.25475922e-05
 3.99824950e-05 3.76104157e-05]",[0.00569706 0.00565062 0.00560478 0.00555952 0.00551484 0.0054707 ]
1577,[0.00698317 0.00686073 0.00674569 0.00663736 0.00653511 0.00643837],"[3.52292814e-05 3.36104512e-05 3.22327297e-05 3.10647359e-05
 3.00790747e-05 2.92519987e-05]",[0.00663088 0.00652462 0.00642336 0.00632671 0.00623432 0.00614585]
1578,[0.0050248  0.00496771 0.00491222 0.00485823 0.00480568 0.00475449],"[2.50512725e-05 2.38450663e-05 2.27244325e-05 2.16834281e-05
 2.07160491e-05 1.98174289e-05]",[0.00477428 0.00472926 0.00468497 0.00464139 0.00459852 0.00455632]
1579,[0.00451481 0.00444573 0.00437978 0.00431674 0.0042564  0.00419858],"[4.68984579e-05 4.39375114e-05 4.12129639e-05 3.87057562e-05
 3.63984246e-05 3.42748144e-05]",[0.00404582 0.00400636 0.00396765 0.00392968 0.00389242 0.00385583]
1580,[0.00990901 0.00969524 0.00949676 0.00931194 0.00913941 0.00897789],"[5.52062186e-05 5.23862325e-05 5.00499083e-05 4.81299811e-05
 4.65692958e-05 4.53169903e-05]",[0.00935695 0.00917138 0.00899626 0.00883064 0.00867371 0.00852472]
1581,[0.0041644  0.00409978 0.0040381  0.00397915 0.00392275 0.00386872],"[5.66768125e-05 5.33199559e-05 5.02120187e-05 4.73336089e-05
 4.46676689e-05 4.21969436e-05]",[0.00359763 0.00356658 0.00353598 0.00350582 0.00347607 0.00344675]
1582,[0.00831412 0.00811619 0.00793094 0.0077572  0.00759393 0.00744025],"[4.69651702e-05 4.43610747e-05 4.21759255e-05 4.03582708e-05
 3.88618109e-05 3.76460336e-05]",[0.00784447 0.00767258 0.00750918 0.00735361 0.00720532 0.00706379]
1583,[0.00630544 0.00622337 0.00614466 0.00606906 0.00599637 0.0059264 ],"[5.14988164e-05 4.80350807e-05 4.48416837e-05 4.18977706e-05
 3.91832069e-05 3.66804398e-05]",[0.00579045 0.00574302 0.00569624 0.00565009 0.00560454 0.0055596 ]
1584,[0.00762729 0.0074861  0.00735248 0.00722576 0.00710535 0.00699074],"[4.20286058e-05 3.99978156e-05 3.82102991e-05 3.66378315e-05
 3.52556983e-05 3.40420162e-05]",[0.007207   0.00708612 0.00697038 0.00685938 0.0067528  0.00665032]
1585,[0.00802214 0.00789837 0.00777989 0.00766627 0.00755714 0.00745217],"[5.07916765e-05 4.92434725e-05 4.78413280e-05 4.65689735e-05
 4.54117362e-05 4.43580232e-05]",[0.00751422 0.00740594 0.00730148 0.00720058 0.00710302 0.00700859]
1586,[0.00817541 0.00803967 0.00791091 0.00778855 0.00767202 0.00756085],"[6.98479475e-05 6.63067481e-05 6.30949789e-05 6.01802223e-05
 5.75323798e-05 5.51251631e-05]",[0.00747693 0.0073766  0.00727996 0.00718674 0.00709669 0.0070096 ]
1587,[0.00976888 0.00967989 0.00959274 0.00950735 0.00942364 0.00934152],"[3.05423729e-05 2.90954610e-05 2.77476295e-05 2.64913427e-05
 2.53206502e-05 2.42290161e-05]",[0.00946346 0.00938894 0.00931527 0.00924244 0.00917044 0.00909923]
1588,[0.01183615 0.01141147 0.01102582 0.01067464 0.01035394 0.01006023],"[5.28513072e-05 5.21899732e-05 5.22889990e-05 5.30021704e-05
 5.42044823e-05 5.57909874e-05]",[0.01130764 0.01088957 0.01050293 0.01014462 0.0098119  0.00950232]
1589,[0.0053042  0.00525008 0.00519775 0.00514708 0.00509797 0.00505035],"[3.09540641e-05 2.93085519e-05 2.77883773e-05 2.63839662e-05
 2.50872074e-05 2.38897701e-05]",[0.00499466 0.004957   0.00491987 0.00488324 0.0048471  0.00481145]
1590,[0.00747939 0.00737656 0.00727773 0.00718257 0.00709086 0.00700233],"[3.84977495e-05 3.65795269e-05 3.48357603e-05 3.32497377e-05
 3.18067227e-05 3.04923076e-05]",[0.00709441 0.00701077 0.00692937 0.00685008 0.00677279 0.00669741]
1591,[0.00447251 0.00439542 0.00432168 0.00425107 0.00418339 0.00411844],"[5.71126175e-05 5.37895246e-05 5.07208977e-05 4.78870585e-05
 4.52691457e-05 4.28507879e-05]",[0.00390138 0.00385752 0.00381447 0.0037722  0.0037307  0.00368993]
1592,[0.00484114 0.00477177 0.00470511 0.00464098 0.00457923 0.0045197 ],"[4.12637459e-05 3.87979474e-05 3.65209149e-05 3.44178208e-05
 3.24747951e-05 3.06797214e-05]",[0.0044285  0.00438379 0.0043399  0.0042968  0.00425448 0.0042129 ]
1593,[0.00884181 0.00874395 0.00864902 0.00855684 0.00846724 0.00838009],"[4.20745749e-05 3.97875364e-05 3.76861537e-05 3.57553396e-05
 3.39819778e-05 3.23537844e-05]",[0.00842106 0.00834607 0.00827216 0.00819928 0.00812742 0.00805656]
1594,[0.00540839 0.005319   0.00523397 0.00515294 0.0050756  0.00500166],"[3.65181549e-05 3.43548469e-05 3.24068638e-05 3.06527948e-05
 2.90736444e-05 2.76514815e-05]",[0.00504321 0.00497546 0.0049099  0.00484641 0.00478486 0.00472515]
1595,[0.00465182 0.00458146 0.00451378 0.00444861 0.00438579 0.00432518],"[5.04408773e-05 4.76176681e-05 4.50001126e-05 4.25724514e-05
 4.03205241e-05 3.82310465e-05]",[0.00414741 0.00410528 0.00406378 0.00402289 0.00398259 0.00394287]
1596,[0.00652685 0.00645166 0.00637867 0.00630775 0.00623878 0.00617167],"[3.52706242e-05 3.35012130e-05 3.18613642e-05 3.03412690e-05
 2.89318444e-05 2.76248307e-05]",[0.00617414 0.00611665 0.00606006 0.00600434 0.00594947 0.00589542]
1597,[0.00754547 0.00743441 0.00732813 0.00722631 0.00712862 0.00703481],"[7.07110723e-05 6.64714668e-05 6.25691114e-05 5.89771045e-05
 5.56690700e-05 5.26228691e-05]",[0.00683836 0.0067697  0.00670244 0.00663653 0.00657193 0.00650858]
1598,[0.00849394 0.00826461 0.00805377 0.00785942 0.00767978 0.00751327],"[6.06021549e-05 5.82721868e-05 5.64065073e-05 5.49339668e-05
 5.37932167e-05 5.29318643e-05]",[0.00788792 0.00768189 0.00748971 0.00731009 0.00714184 0.00698395]
1599,[0.01192879 0.01168185 0.01145327 0.01124101 0.01104332 0.01085865],"[2.60070807e-05 2.51231507e-05 2.46691631e-05 2.45718124e-05
 2.47685651e-05 2.52059276e-05]",[0.01166872 0.01143062 0.01120657 0.01099529 0.01079564 0.01060659]
1600,[0.00490338 0.0048332  0.0047655  0.00470014 0.00463697 0.00457587],"[3.26196187e-05 3.09279400e-05 2.93637044e-05 2.79168397e-05
 2.65784489e-05 2.53399962e-05]",[0.00457718 0.00452392 0.00447186 0.00442097 0.00437119 0.00432247]
1601,[0.01005417 0.00988966 0.00973398 0.00958628 0.00944579 0.00931186],"[3.92159848e-05 3.68432388e-05 3.48032105e-05 3.30538756e-05
 3.15592368e-05 3.02869911e-05]",[0.00966201 0.00952123 0.00938595 0.00925574 0.0091302  0.00900899]
1602,[0.00710557 0.00691041 0.00672999 0.00656272 0.00640726 0.00626241],"[4.24764495e-05 4.12710240e-05 4.04094886e-05 3.98352060e-05
 3.95004257e-05 3.93638122e-05]",[0.00668081 0.0064977  0.00632589 0.00616437 0.00601226 0.00586877]
1603,[0.00694104 0.00686487 0.0067909  0.006719   0.00664906 0.00658096],"[2.96135004e-05 2.80370675e-05 2.65874453e-05 2.52545136e-05
 2.40298853e-05 2.29044303e-05]",[0.0066449  0.0065845  0.00652503 0.00646645 0.00640876 0.00635191]
1604,[0.00772956 0.00763596 0.00754505 0.00745667 0.00737066 0.00728689],"[4.39594721e-05 4.13813874e-05 3.89951295e-05 3.67860607e-05
 3.47404868e-05 3.28463416e-05]",[0.00728996 0.00722215 0.0071551  0.00708881 0.00702326 0.00695842]
1605,[0.00494944 0.00489125 0.00483501 0.00478059 0.00472789 0.00467682],"[3.87752591e-05 3.67520895e-05 3.48692276e-05 3.31163496e-05
 3.14845025e-05 2.99649781e-05]",[0.00456168 0.00452373 0.00448631 0.00444942 0.00441305 0.00437718]
1606,[0.0070472  0.00697059 0.00689645 0.00682463 0.00675497 0.00668733],"[4.23462953e-05 4.02346275e-05 3.82868810e-05 3.64904827e-05
 3.48324654e-05 3.33018874e-05]",[0.00662373 0.00656825 0.00651359 0.00645973 0.00640665 0.00635431]
1607,[0.00959598 0.00950809 0.0094224  0.00933879 0.00925714 0.00917734],"[4.71702295e-05 4.46677876e-05 4.23371925e-05 4.01665463e-05
 3.81442042e-05 3.62605129e-05]",[0.00912428 0.00906141 0.00899903 0.00893713 0.0088757  0.00881473]
1608,[0.00521448 0.00515502 0.00509746 0.00504171 0.00498764 0.00493516],"[3.85673284e-05 3.65024950e-05 3.45831570e-05 3.27988832e-05
 3.11400374e-05 2.95975342e-05]",[0.00482881 0.00478999 0.00475163 0.00471372 0.00467624 0.00463919]
1609,[0.00836226 0.00810317 0.00786633 0.00764912 0.00744927 0.00726479],"[4.17738906e-05 3.97891628e-05 3.83701814e-05 3.74211406e-05
 3.68596591e-05 3.66165830e-05]",[0.00794452 0.00770528 0.00748262 0.00727491 0.00708067 0.00689863]
1610,[0.00702627 0.00695846 0.00689244 0.00682813 0.00676542 0.00670423],"[2.96967972e-05 2.82852816e-05 2.69779252e-05 2.57670916e-05
 2.46456089e-05 2.36068302e-05]",[0.0067293  0.00667561 0.00662267 0.00657045 0.00651897 0.00646817]
1611,[0.00688735 0.00673158 0.00658638 0.00645067 0.00632348 0.00620395],"[3.57003556e-05 3.40696109e-05 3.27444369e-05 3.16807949e-05
 3.08388192e-05 3.01847656e-05]",[0.00653034 0.00639088 0.00625894 0.00613386 0.00601509 0.0059021 ]
1612,[0.00684894 0.00675136 0.00665746 0.006567   0.00647977 0.00639555],"[5.54656206e-05 5.22927918e-05 4.93740942e-05 4.66891612e-05
 4.42187422e-05 4.19458265e-05]",[0.00629429 0.00622843 0.00616372 0.00610011 0.00603758 0.00597609]
1613,[0.00749418 0.0073966  0.00730181 0.00720965 0.00712    0.00703269],"[4.08236996e-05 3.85169746e-05 3.63801337e-05 3.44000815e-05
 3.25655187e-05 3.08648140e-05]",[0.00708594 0.00701143 0.006938   0.00686565 0.00679434 0.00672405]
1614,[0.01024199 0.00994157 0.00966704 0.00941522 0.00918339 0.00896917],"[3.62544156e-05 3.41348775e-05 3.26598725e-05 3.17184183e-05
 3.12159188e-05 3.10720509e-05]",[0.00987944 0.00960023 0.00934044 0.00909804 0.00887123 0.00865845]
1615,[0.00754788 0.00744866 0.00735303 0.00726074 0.00717159 0.0070854 ],"[6.80631590e-05 6.44076518e-05 6.10221058e-05 5.78858078e-05
 5.49800193e-05 5.22875805e-05]",[0.00686725 0.00680459 0.0067428  0.00668188 0.00662179 0.00656252]
1616,[0.00555986 0.00544382 0.00533427 0.00523068 0.0051326  0.00503958],"[4.84254922e-05 4.54051263e-05 4.27018465e-05 4.02840051e-05
 3.81235850e-05 3.61942776e-05]",[0.00507561 0.00498977 0.00490725 0.00482784 0.00475137 0.00467764]
1617,[0.00530779 0.0052341  0.00516304 0.00509446 0.00502823 0.00496418],"[5.06445244e-05 4.78765002e-05 4.53037775e-05 4.29128649e-05
 4.06904454e-05 3.86239201e-05]",[0.00480134 0.00475533 0.00471    0.00466533 0.00462132 0.00457794]
1618,[0.00743372 0.00730049 0.00717313 0.00705124 0.00693446 0.00682243],"[6.71073727e-05 6.31659924e-05 5.95593881e-05 5.62591148e-05
 5.32391470e-05 5.04758912e-05]",[0.00676264 0.00666883 0.00657753 0.00648865 0.00640206 0.00631767]
1619,[0.00790329 0.00776052 0.00762553 0.00749765 0.00737625 0.00726076],"[4.85824632e-05 4.63819575e-05 4.44467060e-05 4.27459814e-05
 4.12524538e-05 3.99418462e-05]",[0.00741747 0.0072967  0.00718107 0.00707019 0.00696373 0.00686134]
1620,[0.00973672 0.00961584 0.00950008 0.00938908 0.00928247 0.00917997],"[7.33750303e-05 6.87303345e-05 6.44698575e-05 6.05612582e-05
 5.69751214e-05 5.36842718e-05]",[0.00900297 0.00892854 0.00885538 0.00878346 0.00871272 0.00864312]
1621,[0.0095892  0.00944092 0.00929903 0.00916303 0.00903252 0.00890712],"[8.68790205e-05 8.09927667e-05 7.55867544e-05 7.06208787e-05
 6.60592048e-05 6.18682401e-05]",[0.00872041 0.008631   0.00854316 0.00845682 0.00837193 0.00828844]
1622,[0.00995185 0.00973846 0.00954119 0.00935827 0.0091882  0.00902961],"[4.70275937e-05 4.43108845e-05 4.21039587e-05 4.03345060e-05
 3.89392847e-05 3.78634733e-05]",[0.00948158 0.00929535 0.00912015 0.00895493 0.00879881 0.00865098]
1623,[0.00524001 0.00513126 0.00502931 0.00493358 0.00484352 0.00475868],"[5.77662731e-05 5.37693595e-05 5.01741979e-05 4.69405910e-05
 4.40326110e-05 4.14177849e-05]",[0.00466235 0.00459357 0.00452757 0.00446417 0.0044032  0.0043445 ]
1624,[0.00353032 0.00348003 0.00343146 0.00338452 0.00333914 0.00329522],"[4.38900592e-05 4.17251772e-05 3.96941880e-05 3.77889446e-05
 3.60014254e-05 3.43238092e-05]",[0.00309142 0.00306277 0.00303451 0.00300663 0.00297912 0.00295198]
1625,[0.00667848 0.00652174 0.00637454 0.00623603 0.00610544 0.0059821 ],"[6.02705473e-05 5.68204773e-05 5.37527080e-05 5.10247629e-05
 4.85994538e-05 4.64441802e-05]",[0.00607578 0.00595353 0.00583701 0.00572578 0.00561945 0.00551766]
1626,[0.00936869 0.00921911 0.00907628 0.00893971 0.00880889 0.00868343],"[4.53003484e-05 4.34700549e-05 4.18514659e-05 4.04213873e-05
 3.91591115e-05 3.80470185e-05]",[0.00891568 0.00878441 0.00865777 0.00853549 0.0084173  0.00830296]
1627,[0.00576508 0.00568434 0.00560627 0.0055307  0.00545749 0.00538653],"[4.25133351e-05 4.01192748e-05 3.79011389e-05 3.58454390e-05
 3.39406235e-05 3.21754296e-05]",[0.00533994 0.00528315 0.00522726 0.00517225 0.00511809 0.00506477]
1628,[0.00701461 0.00691638 0.00682205 0.00673134 0.00664401 0.00655985],"[5.43773203e-05 5.08773375e-05 4.76621048e-05 4.47089740e-05
 4.19958615e-05 3.95041838e-05]",[0.00647083 0.00640761 0.00634543 0.00628425 0.00622405 0.00616481]
1629,[0.00948928 0.00938791 0.0092899  0.00919504 0.00910311 0.00901394],"[4.36186291e-05 4.11810128e-05 3.89463152e-05 3.68973194e-05
 3.50190656e-05 3.32984137e-05]",[0.0090531  0.0089761  0.00890044 0.00882606 0.00875292 0.00868095]
1630,[0.0087888  0.00850065 0.00823893 0.00800056 0.0077828  0.00758328],"[3.90412072e-05 3.72670476e-05 3.61273084e-05 3.55137901e-05
 3.53338633e-05 3.55082604e-05]",[0.00839839 0.00812798 0.00787766 0.00764542 0.00742946 0.0072282 ]
1631,[0.00618174 0.00609235 0.00600664 0.00592432 0.0058452  0.00576903],"[4.24696678e-05 4.00667787e-05 3.78672026e-05 3.58530162e-05
 3.40087033e-05 3.23196518e-05]",[0.00575704 0.00569168 0.00562796 0.00556579 0.00550511 0.00544583]
1632,[0.00758122 0.00747634 0.00737611 0.00728016 0.00718817 0.00709983],"[5.58751498e-05 5.27005029e-05 4.97986148e-05 4.71454392e-05
 4.47171223e-05 4.24935939e-05]",[0.00702247 0.00694933 0.00687812 0.00680871 0.006741   0.0066749 ]
1633,[0.00753981 0.00744642 0.00735602 0.00726842 0.00718342 0.00710086],"[4.05177022e-05 3.78678333e-05 3.54356188e-05 3.32034064e-05
 3.11549589e-05 2.92757908e-05]",[0.00713463 0.00706774 0.00700166 0.00693638 0.00687187 0.0068081 ]
1634,[0.00675163 0.00660437 0.00646629 0.00633644 0.00621403 0.0060983 ],"[3.49415784e-05 3.33874518e-05 3.20977396e-05 3.10341550e-05
 3.01635955e-05 2.94570474e-05]",[0.00640221 0.0062705  0.00614531 0.0060261  0.00591239 0.00580373]
1635,[0.00801586 0.00791535 0.00781865 0.0077255  0.00763564 0.00754883],"[3.63495787e-05 3.45641781e-05 3.29496888e-05 3.14899809e-05
 3.01705825e-05 2.89781106e-05]",[0.00765236 0.00756971 0.00748916 0.0074106  0.00733393 0.00725905]
1636,[0.01480761 0.01454205 0.01429239 0.01405697 0.01383439 0.01362339],"[4.49183552e-05 4.24284330e-05 4.03928832e-05 3.87479772e-05
 3.74390543e-05 3.64181629e-05]",[0.01435842 0.01411776 0.01388846 0.01366949 0.01346    0.0132592 ]
1637,[0.00677506 0.00667797 0.00658469 0.00649496 0.00640855 0.00632523],"[4.46248273e-05 4.16872769e-05 3.89949437e-05 3.65276720e-05
 3.42668362e-05 3.21953637e-05]",[0.00632881 0.0062611  0.00619474 0.00612969 0.00606588 0.00600328]
1638,[0.00703533 0.00688318 0.00674087 0.00660745 0.00648207 0.006364  ],"[4.04193938e-05 3.89384902e-05 3.77334273e-05 3.67657829e-05
 3.60017769e-05 3.54128224e-05]",[0.00663114 0.0064938  0.00636353 0.00623979 0.00612205 0.00600987]
1639,[0.00766527 0.00759948 0.00753545 0.00747306 0.00741222 0.00735286],"[3.90176356e-05 3.71251901e-05 3.53606785e-05 3.37154701e-05
 3.21809923e-05 3.07496850e-05]",[0.00727509 0.00722823 0.00718184 0.0071359  0.00709041 0.00704536]
1640,[0.00403247 0.00394794 0.00386818 0.0037928  0.00372144 0.00365379],"[8.05312292e-05 7.53374630e-05 7.05467160e-05 6.61250339e-05
 6.20408885e-05 5.82671454e-05]",[0.00322715 0.00319456 0.00316271 0.00313155 0.00310103 0.00307112]
1641,[0.00405455 0.00399506 0.00393841 0.00388432 0.0038326  0.00378304],"[4.54558938e-05 4.43151262e-05 4.32329312e-05 4.22038793e-05
 4.12241941e-05 4.02901407e-05]",[0.0036     0.00355191 0.00350608 0.00346228 0.00342036 0.00338014]
1642,[0.01484203 0.01471763 0.01459619 0.01447753 0.01436147 0.01424786],"[4.50939777e-05 4.24568388e-05 4.00337119e-05 3.78073494e-05
 3.57625058e-05 3.38847819e-05]",[0.01439109 0.01429306 0.01419585 0.01409946 0.01400384 0.01390901]
