,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f
3796,[0.08344217 0.05632439 0.05198693 0.0408426  0.03515821 0.0303901 ],[0.04288736 0.0456218  0.03637415 0.03179753 0.02555961 0.02224838],[0.00167209 0.00193124 0.00156402 0.00159805 0.00147171 0.00134292],[0.03888273 0.00877135 0.01404876 0.00744702 0.0081269  0.00679881]
3797,[0.06225902 0.04423984 0.03480066 0.03056637 0.0265979  0.02627559],[0.04159563 0.03388878 0.02640805 0.0213948  0.01738257 0.01438961],[0.00121376 0.00170177 0.00193151 0.00158849 0.00142171 0.00136331],[0.01944963 0.00864929 0.0064611  0.00758308 0.00779362 0.01052267]
3798,[0.08341049 0.0494425  0.03988227 0.03299967 0.02774258 0.02360895],[0.0458374  0.03733357 0.02999334 0.02447581 0.02022627 0.01688685],[0.00089956 0.00140913 0.00132113 0.00131747 0.00131479 0.00130567],[0.03667352 0.0106998  0.0085678  0.00720639 0.00620152 0.00541643]
3799,[0.05914028 0.05323042 0.04588577 0.02980243 0.0230943  0.01917786],[0.04178918 0.03279037 0.02855699 0.02187056 0.01794478 0.01475262],[0.00099359 0.00120894 0.00116765 0.00110745 0.00104485 0.00102427],[0.01635752 0.0192311  0.01616113 0.00682442 0.00410466 0.00340097]
3800,[0.07075619 0.05957832 0.03727265 0.03010384 0.02551582 0.0218742 ],[0.03965396 0.03241877 0.02604321 0.02148858 0.01789671 0.01506712],[0.00085883 0.00161973 0.00154734 0.00149495 0.00144735 0.00141832],[0.0302434  0.02553982 0.0096821  0.00712031 0.00617176 0.00538876]
3801,[0.06364561 0.04431771 0.03578946 0.02870172 0.02397541 0.02046684],[0.03968372 0.03277409 0.02565628 0.02189174 0.01805797 0.01514438],[0.00085593 0.0012412  0.0009388  0.0010193  0.00101955 0.00103109],[0.02310596 0.01030242 0.00919438 0.00579068 0.0048979  0.00429137]
3802,[0.0647052  0.05385495 0.03749878 0.02771378 0.02263848 0.01899168],[0.0340875  0.02817857 0.02258813 0.01826771 0.01511415 0.01254909],[0.00126135 0.00259168 0.00295703 0.00249192 0.00202206 0.00179072],[0.02935636 0.0230847  0.01195361 0.00695416 0.00550228 0.00465187]
3803,[0.07524259 0.05566609 0.03420594 0.02808936 0.02353664 0.0202007 ],[0.04273969 0.03338523 0.02755975 0.02231707 0.01826091 0.0151185 ],[0.00158649 0.00211173 0.00187654 0.00177484 0.00162234 0.00155989],[0.0309164  0.02016913 0.00476966 0.00399745 0.00365339 0.00352232]
3804,[0.06149066 0.05868096 0.03393016 0.02604968 0.0220574  0.01935785],[0.03903303 0.0319161  0.02592451 0.02142652 0.01756127 0.0145813 ],[0.0022384  0.00177501 0.00145728 0.00135049 0.00125549 0.00122031],[0.02021924 0.02498984 0.00654837 0.00327268 0.00324065 0.00355624]
3805,[0.06395334 0.04369818 0.03057486 0.02428144 0.01980314 0.01642115],[0.03868638 0.03035215 0.02371766 0.01898089 0.01539942 0.01264666],[0.00231716 0.00185155 0.00154587 0.00137939 0.00125876 0.00116347],[0.0229498  0.01149448 0.00531133 0.00392116 0.00314496 0.00261102]
3806,[0.05846662 0.04600054 0.03350079 0.02663889 0.02210744 0.0187317 ],[0.03786969 0.03032478 0.02354017 0.01899622 0.01529391 0.01263893],[0.00253432 0.00227621 0.00163047 0.00157299 0.0012977  0.00132447],[0.01806262 0.01339956 0.00833015 0.00606968 0.00551582 0.0047683 ]
3807,[0.06316722 0.04250486 0.03385523 0.02778316 0.0232708  0.01987012],[0.04255876 0.03356947 0.02677607 0.02167457 0.01788967 0.01479541],[0.00288893 0.00194922 0.0014972  0.00128546 0.00117666 0.00109926],[0.01771952 0.00698617 0.00558196 0.00482313 0.00420448 0.00397545]
3808,[0.08144586 0.05465109 0.03803055 0.02932087 0.02374648 0.01963969],[0.0458499  0.03762029 0.02958147 0.02340718 0.01896542 0.01521439],[0.00313614 0.00290492 0.00220203 0.00177729 0.00151896 0.00133914],[0.03245982 0.01412588 0.00624706 0.0041364  0.0032621  0.00308616]
3809,[0.06701498 0.05798978 0.04152245 0.03207713 0.0271563  0.02055341],[0.04081619 0.03179691 0.02624046 0.02236339 0.01785794 0.0151196 ],[0.00310063 0.00243449 0.00188761 0.00166288 0.00152586 0.00143909],[0.02309816 0.02375839 0.01339438 0.00805085 0.0077725  0.00399471]
3810,[0.05301307 0.03935443 0.03641762 0.03657442 0.02707461 0.01881191],[0.03713773 0.02871364 0.02303945 0.01854838 0.01615655 0.01301518],[0.00303316 0.00216127 0.00161663 0.00152173 0.00144847 0.00123974],[0.01284218 0.00847952 0.01176153 0.01650431 0.00946959 0.00455698]
3811,[0.06425445 0.04535335 0.03628251 0.02989978 0.02504896 0.02124876],[0.04392511 0.03598402 0.02894537 0.02369155 0.01963337 0.01642563],[0.00328987 0.00248087 0.00182812 0.00159684 0.00143776 0.00136637],[0.01703948 0.00688847 0.00550902 0.00461139 0.00397783 0.00345676]
3812,[0.0732658  0.04824038 0.0351151  0.02837155 0.02344844 0.01968565],[0.04083395 0.03142042 0.02538152 0.02030806 0.01652166 0.01360419],[0.00308055 0.00278829 0.00198564 0.00179251 0.00160913 0.0015514 ],[0.0293513  0.01403168 0.00774795 0.00627098 0.00531765 0.00453007]
3813,[0.06612385 0.04791582 0.03578366 0.0288393  0.02406295 0.02037783],[0.03822822 0.03230916 0.02477702 0.02002815 0.01642991 0.01351964],[0.00276814 0.00296103 0.00171614 0.00163584 0.00136354 0.00138488],[0.02512749 0.01264563 0.0092905  0.00717531 0.0062695  0.00547332]
3814,[0.08682719 0.05169419 0.04022671 0.03207025 0.02677019 0.02267819],[0.04508516 0.03572847 0.02866219 0.02339077 0.01930393 0.01604853],[0.00271222 0.00267898 0.00204127 0.00185126 0.00169348 0.00161083],[0.03902982 0.01328674 0.00952324 0.00682821 0.00577278 0.00501883]
3815,[0.07969136 0.06139362 0.0440676  0.03258769 0.02742654 0.02232503],[0.04478537 0.03567301 0.02957698 0.02401509 0.02029775 0.01665463],[0.002635   0.00257043 0.00175736 0.00157088 0.00136568 0.00130091],[0.03227099 0.02315019 0.01273325 0.00700172 0.0057631  0.0043695 ]
3816,[0.07413619 0.06284262 0.04428873 0.03315217 0.02577396 0.02068327],[0.04207774 0.03248105 0.02798318 0.02343687 0.01913134 0.01618013],[0.00314205 0.00234023 0.00167386 0.00145033 0.0013225  0.00121812],[0.02891639 0.02802134 0.01463169 0.00826496 0.00532012 0.00328502]
3817,[0.07003537 0.05729664 0.03926224 0.03119467 0.02595156 0.02228565],[0.03764764 0.03264179 0.02767038 0.02229489 0.01825198 0.01507423],[0.00263865 0.00312262 0.00249059 0.00216513 0.00190551 0.00194797],[0.02974908 0.02153224 0.00910128 0.00673466 0.00579407 0.00526345]
3818,[0.07340042 0.06491349 0.04579939 0.03297025 0.03138817 0.02238481],[0.03561427 0.02933629 0.02790302 0.02211137 0.01883924 0.01524341],[0.00247041 0.0020094  0.00166843 0.00142653 0.00129132 0.00135598],[0.03531575 0.0335678  0.01622794 0.00943236 0.01125761 0.00578542]
3819,[0.05916836 0.04206499 0.03335856 0.02609237 0.02185108 0.01858817],[0.03782132 0.03021833 0.02445022 0.01997365 0.0165724  0.01386704],[0.00227799 0.00169122 0.00126306 0.00114275 0.00100335 0.00096541],[0.01906905 0.01015545 0.00764528 0.00497597 0.00427534 0.00375572]
3820,[0.06486706 0.04701963 0.0499734  0.03718865 0.02403415 0.02019953],[0.03589159 0.02859435 0.02220727 0.02031668 0.01691741 0.01380229],[0.00203825 0.00324831 0.00281998 0.00240385 0.00187216 0.00153502],[0.02693721 0.01517697 0.02494615 0.01446812 0.00524458 0.00486222]
3821,[0.06525789 0.05275218 0.03910012 0.02800899 0.02125926 0.01771381],[0.03195704 0.02960422 0.02304758 0.01920453 0.01528278 0.01261858],[0.00123148 0.00197593 0.00152315 0.00159679 0.00158556 0.00145489],[0.03206937 0.02117203 0.01452939 0.00720767 0.00439092 0.00364034]
3822,[0.06054841 0.04369893 0.03557564 0.03294513 0.02866276 0.01931793],[0.03494322 0.03224312 0.02541362 0.02096245 0.01733132 0.01413841],[0.00108586 0.00171431 0.00140368 0.0014083  0.00143717 0.00141476],[0.02451934 0.0097415  0.00875835 0.01057439 0.00989426 0.00376476]
3823,[0.07377243 0.05356186 0.03490029 0.02565154 0.02107243 0.01764094],[0.03215065 0.02757259 0.02233488 0.018566   0.01522546 0.01263056],[0.00108866 0.00405286 0.00308197 0.00253281 0.00204819 0.00183407],[0.04053312 0.02193641 0.00948344 0.00455274 0.00379878 0.00317631]
3824,[0.06917347 0.0553454  0.04003319 0.03821295 0.03923827 0.02282761],[0.03520325 0.03054123 0.02652791 0.02116314 0.01953202 0.01508145],[0.00110734 0.00186147 0.0015788  0.0013863  0.00159906 0.00170788],[0.03286288 0.0229427  0.01192647 0.0156635  0.01810719 0.00603828]
3825,[0.05806366 0.04025276 0.03839944 0.02871139 0.02025541 0.01691292],[0.03240568 0.0263975  0.02074761 0.01907395 0.01510653 0.01260572],[0.00123058 0.00131107 0.00116423 0.00119552 0.00103567 0.00100589],[0.0244274  0.01254419 0.0164876  0.00844192 0.00411321 0.00330131]
3826,[0.06153733 0.04728623 0.03299493 0.02929461 0.03085002 0.0295004 ],[0.03223871 0.02834382 0.02312782 0.01882125 0.01659233 0.01336455],[0.00108859 0.00187679 0.0015117  0.00145336 0.00138975 0.00143077],[0.02821003 0.01706562 0.0083554  0.00901999 0.01286794 0.01470508]
3827,[0.0720379  0.06014159 0.05255336 0.03601854 0.03894498 0.06171171],[0.03394898 0.03711725 0.03161068 0.02727296 0.02290854 0.0186137 ],[0.00116367 0.00186591 0.00172506 0.00169511 0.00166347 0.00194735],[0.03692525 0.02115843 0.01921762 0.00705047 0.01437297 0.04115066]
3828,[0.05991164 0.05043403 0.03397037 0.02720175 0.02258953 0.01847439],[0.03566273 0.02772699 0.02384311 0.0189562  0.01517924 0.01226222],[0.0014867  0.00191823 0.00221172 0.00209554 0.00181351 0.00176463],[0.02276221 0.02078881 0.00791554 0.00615001 0.00559678 0.00444754]
3829,[0.07091239 0.05845956 0.03452048 0.02775409 0.02318246 0.01997936],[0.03592682 0.02850902 0.0262483  0.02155752 0.01779477 0.01502127],[0.00206792 0.00300694 0.00254288 0.00234698 0.00203139 0.0019667 ],[0.03291766 0.0269436  0.0057293  0.0038496  0.0033563  0.00299139]
3830,[0.07698664 0.0602441  0.04845799 0.0388305  0.0321174  0.02713805],[0.04129005 0.03890858 0.03742268 0.03025968 0.02464573 0.02041705],[0.00268845 0.00233251 0.00206071 0.00183012 0.00169389 0.00166919],[0.03300814 0.01900302 0.0089746  0.0067407  0.00577778 0.00505181]
3831,[0.06683678 0.0507872  0.03980882 0.03670784 0.02715867 0.02053614],[0.03732998 0.03020924 0.02722111 0.02187465 0.01903999 0.01548367],[0.00351307 0.00352795 0.00284163 0.00257385 0.00238105 0.00229107],[0.02599373 0.01705001 0.00974608 0.01225933 0.00573763 0.00276139]
3832,[0.06678523 0.04358928 0.03452786 0.03029631 0.02828678 0.02388441],[0.03658565 0.03168073 0.02602919 0.02137657 0.01834871 0.01505718],[0.00432514 0.00341018 0.0025068  0.00198505 0.00171598 0.00146794],[0.02587445 0.00849837 0.00599187 0.00693469 0.00822209 0.00735929]
3833,[0.05930481 0.04081187 0.03159738 0.02586744 0.02153897 0.01813324],[0.03256218 0.0270104  0.0217404  0.01765539 0.01449542 0.01200309],[0.00496273 0.00395152 0.00323068 0.00271248 0.00232302 0.00205639],[0.0217799  0.00984996 0.0066263  0.00549957 0.00472053 0.00407376]
3834,[0.0623271  0.04576555 0.03853471 0.03634065 0.02578009 0.02246581],[0.03620483 0.02933675 0.02496406 0.02058917 0.01700296 0.01482451],[0.00512203 0.00456916 0.00356598 0.003011   0.00270059 0.0024221 ],[0.02100024 0.01185964 0.01000466 0.01274047 0.00607654 0.00521919]
3835,[0.07766355 0.08442805 0.04664226 0.04372418 0.04389951 0.03253948],[0.04045937 0.03276326 0.02746638 0.02427716 0.0188831  0.0198878 ],[0.0061768  0.00438896 0.00380405 0.00302386 0.00273888 0.00221314],[0.03102738 0.04727582 0.01537184 0.01642316 0.02227754 0.01043853]
3836,[0.07244758 0.05154487 0.04222853 0.03068663 0.02588362 0.02231883],[0.03407313 0.02913355 0.02503629 0.02053055 0.01767872 0.0150581 ],[0.00617696 0.00467356 0.0032925  0.00276095 0.00222987 0.00198625],[0.03219749 0.01773776 0.01389973 0.00739513 0.00597503 0.00527448]
3837,[0.07052039 0.04488186 0.03843269 0.02829459 0.02479028 0.02253637],[0.03156964 0.02548472 0.02056225 0.01681681 0.01404747 0.01179317],[0.00689592 0.00473551 0.00350732 0.00284131 0.00236854 0.00201751],[0.03205483 0.01466163 0.01436312 0.00863647 0.00837427 0.00872569]
3838,[0.08050628 0.04836154 0.03704529 0.03124406 0.02714758 0.02029557],[0.0340508  0.03242908 0.02460266 0.02018604 0.01580135 0.01346886],[0.00658443 0.00544519 0.00389088 0.00325243 0.00278177 0.00263714],[0.03987105 0.01048727 0.00855176 0.0078056  0.00856446 0.00418957]
3839,[0.06477132 0.05337243 0.03797805 0.04648588 0.03637294 0.02762174],[0.04013102 0.0321782  0.02620646 0.02127186 0.02387124 0.02056075],[0.00519364 0.00418981 0.00380131 0.0034503  0.00312465 0.0025418 ],[0.01944666 0.01700442 0.00797028 0.02176371 0.00937705 0.00451919]
3840,[0.06840729 0.04265771 0.04144448 0.02862983 0.02339054 0.01947606],[0.0360676  0.02956438 0.02333911 0.0220554  0.01777456 0.01484017],[0.00482911 0.00389401 0.00272895 0.00225753 0.00172214 0.00154018],[0.02751057 0.00919933 0.01537641 0.0043169  0.00389384 0.00309571]
3841,[0.06568901 0.05557861 0.03638411 0.02942366 0.0242287  0.02024341],[0.03997084 0.03213614 0.02522556 0.02058363 0.0167587  0.01395376],[0.00493716 0.0049377  0.00393381 0.00308525 0.0025032  0.00210582],[0.020781   0.01850477 0.00722474 0.00575479 0.0049668  0.00418383]
3842,[0.07608198 0.07589788 0.03852897 0.02881746 0.02371296 0.01994939],[0.04137253 0.03506252 0.02783431 0.02207866 0.01791828 0.01479714],[0.00399479 0.00316557 0.0022596  0.00195707 0.00169487 0.00154226],[0.03071467 0.0376698  0.00843505 0.00478173 0.00409981 0.00360999]
3843,[0.06158411 0.0545646  0.04333534 0.02911412 0.02367011 0.01962934],[0.03308049 0.02917591 0.02603449 0.02222241 0.0179405  0.01464328],[0.00287569 0.00270125 0.00213387 0.0019373  0.00167477 0.00151825],[0.02562793 0.02268744 0.01516698 0.00495441 0.00405485 0.00346781]
3844,[0.05885115 0.05371556 0.03591361 0.03338163 0.04383498 0.02100437],[0.04284004 0.03394135 0.0274261  0.02209135 0.01926188 0.01509689],[0.00251045 0.00180885 0.00162021 0.00150094 0.00149994 0.00162679],[0.01350066 0.01796537 0.0068673  0.00978934 0.02307317 0.00428069]
3845,[0.06134939 0.04891603 0.03864744 0.02806061 0.02165238 0.01800194],[0.04200899 0.03321967 0.02622473 0.02156853 0.01768318 0.01461805],[0.00183472 0.00174015 0.00151287 0.00151764 0.00132956 0.00124317],[0.01750568 0.01395621 0.01090984 0.00497443 0.00263965 0.00214072]
3846,[0.05579993 0.04067182 0.03286973 0.02738434 0.02312538 0.01973502],[0.03847574 0.0301347  0.02434836 0.01984099 0.01639419 0.0136312 ],[0.001754   0.00175004 0.00140607 0.00136101 0.00127669 0.00126569],[0.01557019 0.00878709 0.0071153  0.00618234 0.00545449 0.00483814]
3847,[0.04857069 0.04470732 0.02842154 0.02343661 0.01964878 0.01675631],[0.03346866 0.0269787  0.02149156 0.0178598  0.01467774 0.01244765],[0.0014674  0.00195979 0.00156723 0.0016242  0.00143655 0.00145589],[0.01363464 0.01576882 0.00536275 0.00395262 0.0035345  0.00285277]
3848,[0.06666577 0.04537377 0.03589455 0.03188775 0.02404968 0.0194822 ],[0.03859604 0.03088826 0.02524259 0.02051231 0.01700793 0.01408105],[0.00096326 0.00195121 0.00112572 0.00121412 0.00128197 0.0013612 ],[0.02710647 0.01253431 0.00952624 0.01016132 0.00575978 0.00403994]
3849,[0.05689019 0.04469076 0.04268007 0.03438203 0.02777966 0.0232357 ],[0.03858838 0.0322557  0.02604057 0.02489884 0.02041769 0.0176013 ],[0.00115504 0.0010839  0.0009824  0.00102981 0.0009368  0.0009464 ],[0.01714677 0.01135116 0.01565711 0.00845338 0.00642517 0.004688  ]
3850,[0.08661143 0.06106099 0.04239382 0.0336638  0.02780133 0.02322989],[0.04644024 0.03886586 0.03096579 0.02491658 0.02043989 0.01684609],[0.00097568 0.00183803 0.00189824 0.00181119 0.00170124 0.00161692],[0.03919551 0.0203571  0.00952979 0.00693603 0.0056602  0.00476688]
3851,[0.07845654 0.05344692 0.04209006 0.03267151 0.02705886 0.0227343 ],[0.0448845  0.03736042 0.0297935  0.02465281 0.02016806 0.01664179],[0.00102538 0.00144949 0.00123107 0.00120708 0.00119843 0.00123428],[0.03254666 0.01463701 0.01106548 0.00681162 0.00569237 0.00485822]
3852,[0.06057314 0.04454882 0.03031327 0.02452815 0.02032004 0.01703611],[0.0396511  0.03052975 0.02479555 0.01976363 0.01617963 0.01314192],[0.00097937 0.00120141 0.00107647 0.00104356 0.00101596 0.00100367],[0.01994266 0.01281766 0.00444125 0.00372096 0.00312445 0.00289053]
3853,[0.07068205 0.06169943 0.05076643 0.03583801 0.02914457 0.02424422],[0.03883692 0.04510331 0.03428395 0.02786983 0.0220161  0.01785955],[0.00107366 0.00229406 0.00167588 0.00152579 0.00146576 0.00143349],[0.03077147 0.01430206 0.0148066  0.00644239 0.00566272 0.00495118]
3854,[0.0669045  0.04524506 0.03702763 0.03042567 0.02936873 0.02161519],[0.04077234 0.0327633  0.02607715 0.02117986 0.01769577 0.01444762],[0.00123824 0.00142418 0.00125693 0.00138112 0.001343   0.00162353],[0.02489392 0.01105758 0.00969355 0.00786469 0.01032996 0.00554404]
3855,[0.05860278 0.03695475 0.03004719 0.02509757 0.02132141 0.01829654],[0.03208572 0.02706643 0.02176587 0.0181332  0.0152217  0.01285266],[0.00151636 0.00177784 0.00158266 0.00155738 0.0014928  0.00144515],[0.0250007  0.00811048 0.00669867 0.00540699 0.0046069  0.00399872]
3856,[0.05308644 0.04119696 0.04132045 0.03016202 0.02411967 0.02047044],[0.04001942 0.0316557  0.02572586 0.02219788 0.01876919 0.01517425],[0.00142007 0.00133486 0.0011896  0.00132842 0.00132034 0.00126924],[0.01164695 0.0082064  0.01440499 0.00663572 0.00403014 0.00402695]
3857,[0.05567302 0.04732448 0.03092078 0.02522393 0.0209637  0.01761924],[0.03762314 0.03137595 0.0245006  0.0199633  0.01643389 0.01358886],[0.00161854 0.00140968 0.00122852 0.00118899 0.00113796 0.00112059],[0.01643134 0.01453885 0.00519165 0.00407165 0.00339185 0.00290979]
3858,[0.05817603 0.05413435 0.04265975 0.03280156 0.02685968 0.02210192],[0.0403493  0.03626783 0.02820477 0.02372795 0.01902273 0.01620192],[0.00223553 0.00507442 0.00399678 0.00332763 0.00263458 0.00216774],[0.0155912  0.0127921  0.0104582  0.00574598 0.00520237 0.00373226]
3859,[0.05485524 0.04616099 0.03269768 0.02736701 0.02812541 0.02124856],[0.03134096 0.02504573 0.02005703 0.01641559 0.01312624 0.01259342],[0.0032429  0.00327992 0.00242197 0.00216457 0.0018564  0.00165176],[0.02027138 0.01783535 0.01021868 0.00878686 0.01314277 0.00700338]
3860,[0.07272099 0.07003492 0.04462886 0.03399634 0.02657572 0.02160914],[0.03337034 0.03607287 0.03036079 0.02524108 0.02035612 0.01712954],[0.00386359 0.00359027 0.00371826 0.0032346  0.0027497  0.00247624],[0.03548705 0.03037178 0.01054982 0.00552066 0.0034699  0.00200336]
3861,[0.06638851 0.05136778 0.04099127 0.03073346 0.02505302 0.02069518],[0.04029592 0.03492013 0.02809604 0.02307146 0.01850573 0.01529299],[0.00446565 0.00292299 0.00226592 0.00190301 0.00170581 0.00157686],[0.02162695 0.01352466 0.01062931 0.00575899 0.00484148 0.00382533]
3862,[0.06144611 0.04129553 0.03125711 0.02409972 0.01977067 0.0165299 ],[0.03382193 0.02744327 0.02330371 0.01888543 0.0154331  0.01263677],[0.00531233 0.00361779 0.0025854  0.0020866  0.00176105 0.0015844 ],[0.02231186 0.01023447 0.005368   0.00312769 0.00257651 0.00230873]
3863,[0.0622304  0.04293046 0.04249142 0.02720026 0.02177797 0.01786804],[0.03213048 0.02505602 0.02247704 0.01753917 0.01422731 0.0116233 ],[0.0054736  0.00522371 0.00371314 0.00321316 0.002562   0.00224028],[0.02462632 0.01265073 0.01630123 0.00644793 0.00498866 0.00400446]
3864,[0.07161911 0.04125402 0.032768   0.02405973 0.0202736  0.01756551],[0.02820012 0.02379556 0.0196782  0.0159751  0.01334579 0.01149069],[0.00436363 0.00318749 0.00214085 0.00170946 0.00137083 0.00114966],[0.03905536 0.01427097 0.01094894 0.00637517 0.00555697 0.00492516]
3865,[0.05595834 0.05433168 0.03571019 0.02732214 0.02169124 0.01790459],[0.03078627 0.03125243 0.02448409 0.02054079 0.01637062 0.01352269],[0.00355328 0.0032126  0.00308583 0.00229475 0.00176419 0.00145486],[0.02161879 0.01986665 0.00814027 0.00448661 0.00355644 0.00292705]
3866,[0.06276361 0.03460245 0.03362636 0.02716322 0.0171329  0.01418788],[0.02909311 0.02280793 0.01850113 0.01515801 0.0121491  0.00990952],[0.0028992  0.00254882 0.00181884 0.00179027 0.00140385 0.00140492],[0.03077131 0.0092457  0.01330639 0.01021495 0.00357995 0.00287344]
3867,[0.07104634 0.05136889 0.0574194  0.03823236 0.02791925 0.02218152],[0.03729542 0.03577189 0.02818257 0.02322409 0.01833187 0.01501507],[0.00246302 0.00293427 0.00224755 0.00258587 0.0023627  0.00203497],[0.0312879  0.01266274 0.02698928 0.01242241 0.00722467 0.00513148]
3868,[0.07705723 0.06696697 0.04929758 0.03193246 0.02597211 0.02162746],[0.03783725 0.03437329 0.027133   0.02150998 0.01722675 0.01397584],[0.00180782 0.00240272 0.00212346 0.0018303  0.00161772 0.00156708],[0.03741215 0.03019095 0.02004112 0.00859218 0.00712764 0.00608454]
3869,[0.06373264 0.05187092 0.04844178 0.0299145  0.02506547 0.02163142],[0.03590056 0.02859492 0.02447392 0.0200731  0.01664377 0.01424294],[0.0008876  0.0014663  0.00129441 0.00128977 0.00122642 0.00123262],[0.02694447 0.02180971 0.02267344 0.00855163 0.00719528 0.00615585]
3870,[0.07321114 0.04575813 0.03860632 0.0293792  0.02437583 0.020974  ],[0.03752276 0.02987924 0.02534599 0.02141721 0.01747618 0.01439288],[0.00055037 0.00151938 0.00134272 0.00154002 0.00149918 0.00154084],[0.03513802 0.01435951 0.01191761 0.00642197 0.00540046 0.00504028]
3871,[0.06187977 0.04461759 0.03329193 0.02744793 0.02413378 0.01930655],[0.03567189 0.02754656 0.02181963 0.01821878 0.01451777 0.01260894],[0.00047925 0.00111387 0.00096779 0.00100436 0.00104988 0.00109654],[0.02572864 0.01595715 0.01050451 0.00822479 0.00856614 0.00560107]
3872,[0.06015099 0.04954682 0.04525021 0.02930875 0.02408666 0.02008565],[0.03481006 0.02796657 0.0250558  0.02235443 0.01825344 0.01505094],[0.00044023 0.00105284 0.00098218 0.00114952 0.00116587 0.00118264],[0.0249007  0.02052742 0.01921223 0.0058048  0.00466735 0.00385208]
3873,[0.06220419 0.05703115 0.03535929 0.02563569 0.0208864  0.01767238],[0.03609349 0.02901309 0.02425213 0.01960877 0.01607748 0.01334071],[0.00050666 0.00096915 0.0013412  0.00137958 0.00125414 0.00123591],[0.02560404 0.02704892 0.00976595 0.00464735 0.00355478 0.00309576]
3874,[0.0757974  0.04777875 0.03006837 0.02445721 0.02038658 0.01726926],[0.03076248 0.02675572 0.01998966 0.01616567 0.01321572 0.0109751 ],[0.00052996 0.00137909 0.00109489 0.0011885  0.00117239 0.00120372],[0.04450497 0.01964394 0.00898383 0.00710305 0.00599847 0.00509043]
3875,[0.06438114 0.04778214 0.03277548 0.0243692  0.01988074 0.01655024],[0.03535166 0.02907838 0.02213579 0.01814011 0.01470387 0.01210515],[0.00048948 0.00089056 0.00105686 0.00114756 0.00121623 0.00123372],[0.02853999 0.0178132  0.00958283 0.00508154 0.00396064 0.00321138]
3876,[0.06588552 0.04941853 0.04860586 0.02997989 0.02505859 0.02131085],[0.03618804 0.02963336 0.02543748 0.02132183 0.01738082 0.01445049],[0.00046515 0.00180456 0.00138479 0.00149339 0.00139201 0.00148437],[0.02923232 0.01798061 0.0217836  0.00716467 0.00628576 0.005376  ]
3877,[0.08502148 0.0435448  0.03350409 0.02782517 0.02426412 0.01945177],[0.03291231 0.02757921 0.02228434 0.01853858 0.01558921 0.01316445],[0.00065681 0.0016376  0.00156072 0.00161296 0.00155124 0.00157363],[0.05145236 0.01432799 0.00965903 0.00767362 0.00712367 0.00471369]
3878,[0.06576868 0.04183954 0.03130747 0.02597972 0.02189061 0.01866667],[0.03632651 0.0296922  0.02398889 0.01967547 0.01632458 0.01370913],[0.00079035 0.00239134 0.00142344 0.00137517 0.00132816 0.0013249 ],[0.02865182 0.00975599 0.00589514 0.00492909 0.00423787 0.00363264]
3879,[0.05942248 0.05941819 0.03899636 0.0317979  0.02721938 0.02143502],[0.03295671 0.0265161  0.02686881 0.02229423 0.01756517 0.01535624],[0.00142773 0.00353011 0.00262997 0.00221781 0.00190127 0.00172818],[0.02503804 0.02937199 0.00949758 0.00728585 0.00775294 0.00435059]
3880,[0.05539431 0.05430477 0.04153414 0.02876361 0.02383208 0.02012797],[0.0317589  0.03210599 0.02443034 0.02158306 0.01767133 0.01455094],[0.00181199 0.00157526 0.00158803 0.00154913 0.0013924  0.00140796],[0.02182342 0.02062352 0.01551577 0.00563142 0.00476835 0.00416907]
3881,[0.05930956 0.04161806 0.03458425 0.02626041 0.02190247 0.01853346],[0.03129182 0.02629754 0.02072113 0.01777439 0.01455196 0.01210303],[0.00255373 0.00219961 0.00159755 0.00148129 0.00131304 0.00128833],[0.02546401 0.01312091 0.01226557 0.00700473 0.00603747 0.00514209]
3882,[0.08458733 0.06644675 0.0463117  0.03421393 0.02933344 0.02557227],[0.03485192 0.03428051 0.02784885 0.02447024 0.02093986 0.0180757 ],[0.0034023  0.00310989 0.00261669 0.00219176 0.00191238 0.00178268],[0.0463331  0.02905636 0.01584616 0.00755193 0.0064812  0.00571389]
3883,[0.06309631 0.04551376 0.03706182 0.02757382 0.02185409 0.01774339],[0.03394348 0.02743733 0.02166471 0.01941902 0.01575296 0.01276868],[0.00413915 0.00319003 0.00236674 0.00200218 0.00173576 0.00157605],[0.02501368 0.01488641 0.01303036 0.00615262 0.00436537 0.00339867]
3884,[0.06135969 0.04314778 0.03522136 0.02711801 0.02279984 0.01938807],[0.03287375 0.02742738 0.02148309 0.01845277 0.01540382 0.01294262],[0.00433648 0.00280269 0.00195426 0.00156937 0.00132038 0.0011721 ],[0.02414945 0.0129177  0.01178401 0.00709587 0.00607565 0.00527335]
3885,[0.07498247 0.06194942 0.05256121 0.02961748 0.0245197  0.02072272],[0.0358513  0.03231622 0.02319755 0.01973051 0.01618183 0.01341445],[0.00415561 0.00344229 0.00267257 0.00227787 0.00201    0.0018418 ],[0.03497556 0.02619091 0.02669108 0.0076091  0.00632787 0.00546647]
3886,[0.077567   0.07166125 0.04019138 0.03410608 0.03539603 0.03785974],[0.03514505 0.03527201 0.02693098 0.02211867 0.01922715 0.01543823],[0.00453539 0.00590716 0.00448368 0.00368091 0.00298345 0.0026151 ],[0.03788656 0.03048207 0.00877673 0.0083065  0.01318543 0.0198064 ]
