,inner_loss,inner_loss_b,inner_loss_f
1314,[95.41641205 29.42468331 42.20549298  9.61342696  4.96194969  4.23888369],[9.52293275 2.91564397 4.19947756 0.93569067 0.47448492 0.4005995 ],[0.18708448 0.26824356 0.21071748 0.25652031 0.2171005  0.23288865]
1315,[94.65895264 28.62014884 39.59759822  8.97754032  6.0770673   4.79554864],[9.44805844 2.83783271 3.94179845 0.87549551 0.58817394 0.4583941 ],[0.17836792 0.24182155 0.17961322 0.2225852  0.19532792 0.21160754]
1316,[93.77555328 29.2047863  37.04944933  9.01972524  3.87390024  3.72647259],[9.36063088 2.89971315 3.68734445 0.88208044 0.36985507 0.35409313],[0.16924457 0.20765485 0.17600489 0.19892093 0.17534957 0.18554129]
1317,[93.10805679 31.58642842 46.0145883   8.96920963  6.82055455  4.69348714],[9.29313423 3.13711993 4.58354459 0.87574255 0.66432709 0.4503618 ],[0.17671456 0.21522895 0.17914267 0.21178405 0.17728378 0.18986927]
1318,[95.43017792 30.84635837 46.26519181  9.29860632  6.68912595  6.86018638],[9.52608573 3.06157947 4.60767591 0.90781979 0.64983505 0.66542852],[0.16932037 0.23056373 0.18843306 0.22040844 0.19077542 0.20590111]
1319,[91.56873585 32.41335412 46.02228895  8.4645008   3.64649167  3.33854589],[9.1444699  3.2234835  4.5896287  0.83081634 0.35087035 0.3195419 ],[0.12403689 0.17851915 0.12600188 0.15633738 0.13778816 0.14312694]
1320,[93.5103883  31.1747887  46.60587354  9.17988879  6.0498719   5.46871163],[9.33345371 3.09394265 4.64102532 0.89406115 0.58506809 0.52596379],[0.175851   0.23536232 0.19561955 0.23927723 0.19919101 0.20907375]
1321,[94.26128773 30.60425738 47.56755806  8.97156764  7.21295198  7.75855883],[9.40955101 3.03546368 4.73769508 0.87325801 0.70191804 0.75441923],[0.16577799 0.24962045 0.19060768 0.23898761 0.19377159 0.21436644]
1322,[89.29334686 37.29315815 59.45383139  9.44473584  5.99512192  4.83394936],[8.91232    3.70631027 5.92862742 0.9235405  0.58133229 0.46412831],[0.17014664 0.23005547 0.16755747 0.20933092 0.18179896 0.1926662 ]
1323,[90.83949623 34.43667302 53.60772261  9.05015239  6.79608871  7.33440661],[9.06856139 3.42210633 5.34398173 0.88506373 0.66266445 0.71532425],[0.15388241 0.2156097  0.16790495 0.19951509 0.16944416 0.18116405]
1324,[94.05325813 29.73863197 45.44358465  8.56080793  5.88968368  5.76062623],[9.38885639 2.95381884 4.52723896 0.83629937 0.57213068 0.55758633],[0.16469431 0.20044352 0.17119517 0.19781426 0.16837698 0.18476282]
1325,[94.32523563 32.97390249 54.97454537  7.96317722  5.38276668  7.39154213],[9.41406488 3.27331718 5.47734814 0.77387167 0.51805887 0.71774661],[0.18458649 0.24073078 0.20106408 0.22446054 0.20217796 0.21407588]
1326,[96.33388306 27.28030924 41.5450968  10.36508372  5.93392318  5.28148208],[9.61281258 2.70072095 4.13287498 1.00912831 0.57100291 0.50357814],[0.20575679 0.2730997  0.21634684 0.27380063 0.2238941  0.24570073]
1327,[93.8079398  30.28555344 44.82916414  9.75478794  5.35757936  3.73803633],[9.36276169 3.00519317 4.46543122 0.95347151 0.51767313 0.35437559],[0.18032307 0.23362165 0.17485169 0.22007295 0.18084802 0.19428038]
1328,[94.59389103 31.64023402 50.96245789  8.68309863  6.40330856  8.6452951 ],[9.43977802 3.13916423 5.07687883 0.84587385 0.61975209 0.84330462],[0.19611071 0.24859186 0.19366936 0.22436021 0.20578755 0.21224897]
1329,[91.61187904 33.51908112 53.28827007  8.67781313  5.05545752  5.85539716],[9.14862247 3.33095427 5.3126686  0.84794885 0.48857811 0.5682011 ],[0.12565434 0.20953836 0.16158399 0.19832468 0.16967642 0.173386  ]
1330,[94.7401284  29.27416434 45.34926792  7.93572171  6.77299745  5.73879376],[9.46133986 2.90869492 4.52031239 0.77548138 0.66230164 0.55706161],[0.12672944 0.18721512 0.14614451 0.18090789 0.14998105 0.16817777]
1331,[93.55329582 33.42570586 54.55507371 10.21918535  7.53454287  9.12984394],[9.33713085 3.31891179 5.43676916 0.99954877 0.7340587  0.89229483],[0.18198705 0.23658825 0.18738259 0.22369768 0.19395584 0.20689574]
1332,[93.92028011 31.7297292  48.12189616 10.60301231  5.05926159  4.19718619],[9.37471701 3.14668592 4.79214417 1.03423715 0.48510317 0.39720099],[0.17310971 0.26287018 0.20045467 0.26064083 0.20822981 0.22517632]
1333,[93.80850857 34.66601738 61.98447462  8.8743707  11.98500927 11.31031755],[9.36070807 3.43887732 6.1763551  0.86127695 1.17663178 1.10577688],[0.20142782 0.2772442  0.22092427 0.26160115 0.21869129 0.25254884]
1334,[94.95183048 33.48338754 60.50853266  7.51962055  6.31686147  8.38290184],[9.4729593  3.32045459 6.02888672 0.72654028 0.60793614 0.8135135 ],[0.22223723 0.27884154 0.21966535 0.25421771 0.23750004 0.24776686]
1335,[93.99754734 27.97657356 39.77783007  7.92423213  4.92304791  4.9147127 ],[9.38802252 2.78206086 3.96596294 0.77773297 0.48010432 0.47811077],[0.11732163 0.15596503 0.11820105 0.14690238 0.12200471 0.13360501]
1336,[91.63512299 33.76764458 56.36762698  8.25984587  6.10229381  6.9471732 ],[9.14723016 3.35594518 5.61912293 0.8062102  0.59313487 0.67704587],[0.16282141 0.20819274 0.17639751 0.19774384 0.1709451  0.17671448]
1337,[96.06994057 31.4558469  54.84919645  7.24557634  4.439999    5.88025488],[9.58785797 3.11984425 5.46430091 0.70022888 0.42208884 0.56484388],[0.19136032 0.25740421 0.20618813 0.24328753 0.2191106  0.23181606]
1338,[94.48944496 29.69926127 42.37433311  9.29146372  5.09983898  3.88134806],[9.43287266 2.94823593 4.21974991 0.90781221 0.49175753 0.3683411 ],[0.16071751 0.21690212 0.17683411 0.21334153 0.18226368 0.197937  ]
1339,[94.13859596 32.08524181 54.90553274  8.82607826  6.3554394   7.0742405 ],[9.39672894 3.18855342 5.47438421 0.86448512 0.61906772 0.69045242],[0.17130612 0.19970767 0.16169033 0.18122704 0.16476221 0.16971637]
1340,[95.08750233 31.00603989 53.1405816   9.52867307  6.70632546  7.63713239],[9.49289433 3.07810218 5.29578932 0.93118064 0.65193485 0.74335492],[0.15855907 0.22501807 0.18268837 0.21686672 0.18697714 0.2035833 ]
1341,[94.99761055 29.51597791 46.01904474  7.33819333  4.04708248  4.06568174],[9.48410398 2.93126819 4.58500478 0.71526109 0.38839265 0.38936336],[0.15657107 0.20329593 0.16899666 0.1855825  0.16315601 0.17204808]
1342,[92.99725677 32.02723366 51.75838184  8.7925122   7.62420302  7.40955587],[9.28296322 3.18151122 5.15910886 0.85949252 0.74577531 0.72287807],[0.16762514 0.21212164 0.16729348 0.19758699 0.16644978 0.18077513]
1343,[93.3216502  33.1734779  57.6429276   7.32107606  6.91353294 10.89392476],[9.31423281 3.29452593 5.74430092 0.71057734 0.67132225 1.06867637],[0.17932213 0.22821852 0.19991812 0.21530254 0.20031039 0.20716095]
1344,[92.2925531  36.64885717 67.32516267  9.37364324 13.30296375  8.82425061],[9.20919108 3.63911704 6.71104856 0.91314776 1.30871738 0.85965369],[0.20064279 0.2576868  0.21467676 0.24216567 0.21578998 0.22771393]
1345,[96.05694351 29.90794653 55.97204533 11.37588953  8.59383736 13.66810498],[9.58577295 2.96409869 5.57623659 1.11169053 0.83784424 1.34171916],[0.19921408 0.26695968 0.20967933 0.25898422 0.21539496 0.25091344]
1346,[96.9222596  26.7028789  41.95038429  7.27092162  7.0589562   5.13206082],[9.67781453 2.65106311 4.17867178 0.70844856 0.68964961 0.49595415],[0.14411432 0.19224796 0.16366616 0.18643603 0.16246024 0.17251933]
1347,[93.581945   36.71395879 70.74064076  8.85786423 13.19188015 12.34359093],[9.3332693  3.63880707 7.04766603 0.85435139 1.29234157 1.20372084],[0.24925167 0.32588822 0.26397929 0.31435026 0.26846464 0.30638253]
1348,[96.38959866 30.50905444 51.64580626  8.15830258  5.36092234  5.65479045],[9.61803348 3.02563159 5.14412484 0.79207413 0.51454283 0.5432442 ],[0.20926337 0.25273836 0.20455757 0.23756128 0.21549407 0.22234841]
1349,[95.55563004 30.27931592 48.4286398   8.11759288  5.89869919  7.43201418],[9.53815197 3.0078518  4.82518905 0.79220518 0.57279407 0.72487325],[0.17410972 0.20079777 0.17674998 0.19554111 0.17075848 0.18328162]
1350,[92.67268982 33.41738694 56.98374814  8.52133004 10.6112045   9.73006182],[9.2550595  3.32394946 5.68556344 0.83556321 1.04697175 0.95718086],[0.12209489 0.17789239 0.12811339 0.1656979  0.14148677 0.15825328]
1351,[91.49097282 35.97498029 65.63656805 10.17073793 10.09187452 12.42792306],[9.13104245 3.57252393 6.54412702 0.99258568 0.98941125 1.21942915],[0.18054866 0.24974099 0.1952973  0.24488109 0.19776218 0.23363178]
1352,[97.80511112 27.1209084  47.47695216  8.21397797  5.92429667 10.7764317 ],[9.76391509 2.68860153 4.73019586 0.79813984 0.57299585 1.05606866],[0.16596075 0.23489325 0.17499367 0.23257962 0.19433807 0.21574535]
1353,[95.37990524 29.15649216 48.67854199  9.42023696  6.89953966  5.06910825],[9.52069034 2.89307808 4.85045995 0.91897616 0.6716607  0.48675878],[0.17300129 0.22571137 0.17394211 0.23047526 0.18293251 0.20152046]
1354,[91.76548374 34.22547436 58.97188622  8.60509248  8.08314621  8.53637373],[9.15716198 3.39942511 5.87841697 0.83892281 0.78939379 0.83251397],[0.19386398 0.2312233  0.18771637 0.21586437 0.18920837 0.21123403]
1355,[92.3853661  34.83212645 57.8739771   7.911692    9.46027456 10.18626203],[9.2240341  3.46408115 5.77162555 0.77335874 0.93045656 1.00161832],[0.14502517 0.19131487 0.15772183 0.17810456 0.15570886 0.17007878]
1356,[94.89889309 28.74874504 43.92840295  8.61094712  4.14169377  5.52220641],[9.47507483 2.85387549 4.37718032 0.84137133 0.39717277 0.53380308],[0.14814492 0.20999001 0.15659984 0.19723376 0.16996607 0.18417557]
1357,[95.88330379 30.55621018 52.43533584  8.67340083  5.45914424  6.99720257],[9.56953825 3.02977062 5.2230845  0.84241296 0.52493427 0.67711961],[0.18792148 0.25850394 0.20449077 0.24927128 0.20980148 0.2260064 ]
1358,[94.42572376 31.47617954 58.54789537  9.40214857  9.62468909 16.57244943],[9.42770931 3.12699479 5.84023015 0.91887554 0.94576724 1.63923309],[0.14863088 0.20623145 0.14559351 0.21339323 0.16701676 0.18011874]
1359,[94.90938248 30.64787943 54.44267328  8.15414959 10.50252776  9.56512708],[9.47616042 3.0431394  5.42804449 0.79543493 1.03346255 0.93769674],[0.1477781  0.21648558 0.16222754 0.19980031 0.16790247 0.18815984]
1360,[97.8943922  27.9678439  48.40693553  8.19116238  6.79010927  8.10851113],[9.77063203 2.77252018 4.82052623 0.79626311 0.65917974 0.78922015],[0.18807199 0.24264206 0.20167298 0.2285313  0.19831186 0.2163097 ]
1361,[92.68728977 32.83192986 59.1786299   8.87541321  9.44545607 10.152666  ],[9.25347786 3.26465227 5.90374749 0.87045365 0.92925417 0.99963165],[0.15251169 0.18540731 0.14115522 0.17087681 0.15291447 0.15634951]
1362,[94.28418438 33.32597941 64.22754201 10.64596312 10.89618397 11.50507395],[9.40639328 3.30687354 6.40284729 1.03893468 1.06845117 1.12571918],[0.22025175 0.25724404 0.19906903 0.25661629 0.21167234 0.2478821 ]
1363,[96.73132236 28.23061873 52.00102106  9.01341194  6.77451957 13.01355714],[9.65473508 2.79987502 5.18135599 0.87840264 0.65754169 1.27967675],[0.18397174 0.23186847 0.18746119 0.22938561 0.19910266 0.21678945]
1364,[94.66683727 29.68996231 49.80331439  9.54923645  6.79479873  9.44830602],[9.45152081 2.94854589 4.96415954 0.93456047 0.66208595 0.92670343],[0.15162914 0.20450358 0.1617191  0.20363172 0.17393934 0.18127152]
1365,[95.75263954 28.96332214 47.00176454  6.77687294  3.3337594   3.75010832],[9.5601907  2.87678003 4.68372702 0.65842573 0.31634449 0.35749633],[0.15073299 0.19552179 0.16449508 0.19261568 0.17031452 0.17514504]
1366,[93.54024742 30.65286887 54.721616   10.46017666  6.29756432  7.03241444],[9.33850055 3.04397507 5.45581079 1.02488344 0.61170042 0.68552141],[0.15524159 0.21311789 0.16350837 0.21134219 0.18056007 0.17720036]
1367,[94.74080265 35.64923327 66.85309821  9.60356716  9.44874367 11.97268952],[9.45244009 3.53521015 6.66093912 0.93253735 0.91989243 1.17093241],[0.21640172 0.29713187 0.24370725 0.27819363 0.24981949 0.26336561]
1368,[93.55801998 34.06846543 64.33444833 10.5423218  10.59053674  7.6911641 ],[9.33402993 3.37935838 6.41133548 1.02745965 1.03549717 0.74484283],[0.21772038 0.27488178 0.22109352 0.26772527 0.23556492 0.24273582]
1369,[96.59425232 29.10211934 53.56506398  9.09230584  7.49760748  8.20274534],[9.64536694 2.89053452 5.34076944 0.88979117 0.73311957 0.80186993],[0.14058301 0.19677434 0.15736917 0.19439412 0.16641186 0.18404605]
1370,[92.47556007 35.11292036 65.42152575 10.41026846  9.22348526 11.13187915],[9.22777751 3.48612773 6.52281895 1.01749085 0.90142724 1.09123652],[0.19778471 0.25164307 0.19333654 0.23536005 0.20921285 0.21951385]
1371,[96.24977757 28.93304407 46.87775474  7.9516003   4.76814232  8.04612313],[9.60631709 2.86904515 4.66787565 0.77200661 0.45615976 0.7829217 ],[0.18660673 0.24259261 0.19899873 0.23153414 0.20654471 0.21690631]
1372,[95.63790703 28.97736997 51.25998491  7.32135911  5.12207128  8.35066635],[9.5485952  2.87620763 5.10898477 0.71131998 0.49411217 0.81650192],[0.15195522 0.21529351 0.17013657 0.2081593  0.18094962 0.18564721]
1373,[94.41717785 31.85936339 56.3352648   7.84013222  6.12681003  6.06693374],[9.42982991 3.16624366 5.61909263 0.76552475 0.59692525 0.58981936],[0.11887907 0.19692686 0.14433813 0.1848847  0.15755747 0.16874025]
1374,[92.60690907 35.20062555 61.80446398  8.45742804  8.12091597  8.68657571],[9.24322208 3.49782289 6.16157566 0.82475222 0.79387586 0.84944724],[0.17468796 0.22239691 0.18870737 0.2099058  0.18215753 0.19210312]
1375,[94.48046066 31.84861362 59.33568425 10.05892103 13.10817133 23.49543717],[9.42734905 3.15743175 5.9103891  0.97872708 1.28765909 2.32410653],[0.20697047 0.27429609 0.23179283 0.27165027 0.23158023 0.25437213]
1376,[97.13054661 27.22558572 46.05021242  7.68520609  4.75885803  8.16879177],[9.69691827 2.70141242 4.58874614 0.74726631 0.45776743 0.79799043],[0.1613639  0.21146153 0.16275119 0.21254295 0.18118376 0.18888747]
1377,[92.12978745 33.88557231 57.3993737   8.48111847  5.84355282  8.36203769],[9.19772491 3.36861438 5.7238054  0.82963264 0.5676446  0.81900027],[0.15253802 0.19942845 0.1613194  0.18479205 0.16710679 0.17203506]
1378,[94.90924721 30.56230494 53.33454982  7.82889628  4.50387076  5.02515656],[9.47127939 3.03179335 5.31393805 0.7598713  0.42950714 0.48067894],[0.1964529  0.24437138 0.19516941 0.23018333 0.20879934 0.21836723]
1379,[89.67518841 36.94910502 66.57804718  8.81458916  9.69287133 12.3814329 ],[8.95029282 3.66985106 6.63863876 0.85817698 0.94903746 1.2161485 ],[0.17226088 0.25059451 0.19165947 0.23281938 0.20249672 0.21994809]
1380,[98.51905914 25.51706966 42.63822628  7.42492776  5.67054195 15.4499353 ],[9.83368274 2.53009888 4.24514144 0.72171707 0.54838243 1.52554577],[0.1822327  0.216081   0.18681221 0.20775706 0.18671762 0.19447751]
1381,[96.80982853 27.61671534 44.31688888  8.34273071  4.76509908  5.48572072],[9.66549212 2.74078311 4.41406466 0.81346016 0.45869223 0.53041887],[0.15490773 0.20888421 0.17624209 0.20812912 0.17817681 0.18153199]
1382,[94.89197308 34.40775284 64.00869374  9.32908052 10.01416729 11.30898402],[9.46894018 3.41395772 6.37876199 0.90644985 0.9772638  1.10721055],[0.20257096 0.26817562 0.22107385 0.26458188 0.24152929 0.23687848]
1383,[98.48222942 26.36829905 43.81692931  7.12494467  5.02918603  4.62012438],[9.83076811 2.6154542  4.3640737  0.69241422 0.48457229 0.44296202],[0.17454814 0.21375687 0.17619194 0.2008024  0.18346307 0.1905042 ]
1384,[97.36676079 30.00210803 55.65357931  7.74317895  6.78128699  7.92917927],[9.71518685 2.97287019 5.54343233 0.74827855 0.65524782 0.76906929],[0.21489231 0.27340591 0.21925557 0.26039345 0.2288088  0.23848636]
1385,[97.07506897 27.05345313 43.67433968  8.00145989  4.3521584   4.82682977],[9.69121488 2.68298405 4.35039927 0.77901445 0.41639652 0.46377796],[0.16292017 0.22361255 0.17034645 0.21131552 0.18819318 0.18905001]
1386,[99.60132984 24.62582842 42.83378133  6.84566773  5.95832935  6.16938012],[9.94068381 2.4374401  4.26289432 0.66105142 0.57434918 0.59455967],[0.19449211 0.25142744 0.2048379  0.23515361 0.21483748 0.22378333]
1387,[95.14196079 32.54378691 56.96057089  8.23848842  5.90225077  7.77572626],[9.49620072 3.22615085 5.67458674 0.79610987 0.56711226 0.75280942],[0.17995372 0.28227848 0.21470364 0.27738975 0.2311282  0.24763205]
1388,[93.24538265 37.16213538 66.84516844  7.93108891  8.80637065 12.07066089],[9.3048792  3.68825563 6.66117192 0.76754122 0.85619964 1.18282886],[0.19659071 0.27957873 0.23344925 0.25567672 0.24437409 0.24237248]
1389,[99.48753494 20.5929636  27.62595154  6.80967325  3.74688587  5.53220925],[9.93211753 2.03848325 2.74519204 0.66092904 0.35735715 0.53478472],[0.16635963 0.20813105 0.17403106 0.20038284 0.17331439 0.18436228]
1390,[95.60856377 29.68770539 47.87822412  7.32135807  7.04545532  6.85568291],[9.54492435 2.94747974 4.77024776 0.71222612 0.68646908 0.66640384],[0.15932012 0.21290803 0.17574663 0.19909696 0.18076464 0.19164441]
1391,[94.6011285  30.0889482  51.07032119  6.98545159  5.31707157  9.79784339],[9.44534522 2.9896697  5.09114909 0.68054102 0.51471904 0.96343081],[0.14767657 0.19225111 0.15883014 0.18004142 0.1698812  0.16353527]
1392,"[100.36993038  23.94421011  38.5472163    7.28901628   6.51418644
   6.48222611]",[10.01736309  2.36856213  3.83289495  0.70426222  0.62978432  0.6246207 ],[0.19629925 0.25858896 0.21826731 0.24639404 0.21634322 0.23601894]
1393,[97.40015652 29.17467173 47.24350643  8.36409258  5.10645315  7.82182603],[9.71898584 2.89187068 4.70406429 0.81136246 0.48880692 0.75901207],[0.21029806 0.2559649  0.20286354 0.25046797 0.218384   0.23170509]
1394,[93.88308418 32.99904814 55.75821985  9.83193004  6.15347649  5.41185572],[9.36755552 3.2741467  5.55616837 0.95904452 0.59381104 0.51943385],[0.20752913 0.25758114 0.19653638 0.24148488 0.21536614 0.21751723]
1395,[96.94852764 27.30370623 40.26158865  7.99864585  4.62384094  5.08672364],[9.67606353 2.70467722 4.00709798 0.77543588 0.44126078 0.48530788],[0.18789324 0.25693392 0.1906087  0.24428697 0.21123309 0.23364475]
1396,"[101.39247799  22.34944163  32.85706037   6.16756219   4.65858273
   3.80179953]",[10.12206505  2.21020162  3.26655084  0.59365602  0.44548361  0.35746626],[0.17182744 0.24742554 0.19155175 0.231002   0.20374666 0.22713689]
1397,[93.33319328 34.92768953 54.32700644  7.69715569  6.03266668  5.83160351],[9.31758607 3.47289196 5.41453453 0.75148803 0.58580446 0.56476119],[0.15733298 0.1987702  0.18166096 0.1822754  0.17462215 0.18399179]
1398,[96.58830036 25.98922329 37.36385371  7.52027756  3.93433046  3.85313256],[9.64466751 2.58011874 3.72256783 0.73412592 0.37766659 0.36932993],[0.14162545 0.18803606 0.13817571 0.17901838 0.15766463 0.15983328]
1399,[98.58204266 25.90956166 38.30048118  8.37551724  4.89051392  4.96268335],[9.83788715 2.56404518 3.80946427 0.81217483 0.46676826 0.47177471],[0.20317166 0.26910969 0.20583835 0.253769   0.22283139 0.24493629]
1400,[94.4685799  29.93561697 45.01179453  7.38400435  3.49496338  4.51172486],[9.42672885 2.96912261 4.48226741 0.71700516 0.32934947 0.43067634],[0.20129148 0.24439089 0.18912061 0.21395274 0.20146864 0.20496154]
1401,[96.04309254 29.91734097 46.95008708  6.90027351  4.42091131  4.76005865],[9.5884168  2.97043195 4.67789543 0.67083443 0.42421135 0.45761274],[0.15892481 0.21302132 0.17113254 0.19192911 0.17879782 0.18393116]
