,inner_loss,inner_loss_b,inner_loss_f
3588,[40.47529665 28.51723589  3.83405325  2.70866478  2.40891681  2.25570886],[2.93795738 2.75846495 0.36577277 0.25185132 0.22293111 0.20851291],[11.09572273  0.93258633  0.17632559  0.19015156  0.17960572  0.17057979]
3589,[39.08758069 31.74508399  4.09898221  2.89527044  2.37133417  2.13421273],[2.88834865 3.05884627 0.37832959 0.26233366 0.21117155 0.18857882],[10.20409424  1.15662129  0.3156863   0.27193382  0.25961871  0.24842458]
3590,[38.3156639  30.84422038  4.32906804  2.89657126  2.36579909  2.17347219],[2.78119531 2.98424142 0.41102376 0.26963667 0.21845384 0.19997177],[10.50371088  1.0018061   0.21883037  0.20020456  0.18126071  0.17375453]
3591,[41.00078304 29.72400728  3.97791299  2.80329212  2.43532682  2.25788115],[2.92437916 2.90056607 0.36820793 0.25923848 0.22229606 0.20493225],[11.7569914   0.71834658  0.29583368  0.21090734  0.21236624  0.2085587 ]
3592,[40.14977749 29.92564439  3.85255186  2.60191163  2.23756882  2.02797589],[2.90428352 2.89271142 0.357053   0.23998288 0.20417978 0.18422479],[11.10694228  0.9985301   0.28202185  0.20208282  0.195771    0.185728  ]
3593,[37.88683969 33.25392119  3.49222689  2.45153281  2.06950339  1.89116239],[2.77931372 3.25038955 0.32937803 0.22793342 0.18994047 0.17223051],[10.09370241  0.75002583  0.19844655  0.17219858  0.17009867  0.16885735]
3594,[40.42368988 30.60818981  3.9649799   2.80578838  2.38651734  2.23302802],[2.95140398 2.96608214 0.36468224 0.25165694 0.21093004 0.19640656],[10.90964984  0.94736834  0.31815751  0.28921892  0.277217    0.26896242]
3595,[40.39993499 32.30932258  4.24089215  2.98187418  2.64415927  2.46766151],[2.86755838 3.14620788 0.39770819 0.27564275 0.24256887 0.22568956],[11.72435113  0.84724398  0.26381024  0.22544667  0.21847059  0.21076588]
3596,[41.59130708 29.84452838  4.25994203  3.04399699  2.56294292  2.28961216],[2.98859008 2.90476778 0.40145233 0.28369283 0.23636881 0.21023435],[11.70540596  0.79685069  0.24541871  0.20706869  0.19925482  0.18726863]
3597,[41.82855739 31.61344278  4.08433652  3.04273659  2.68992695  2.48774467],[2.88398111 3.04660264 0.38449445 0.28329364 0.24816979 0.22855013],[12.98874644  1.14741644  0.23939202  0.20980023  0.20822906  0.20224332]
3598,[36.9357265  32.3348262   3.70027542  2.39924506  2.0188241   1.81029407],[2.80124726 3.07122258 0.34732173 0.22255697 0.18564867 0.16544117],[8.9232538  1.62260039 0.22705811 0.1736753  0.16233743 0.15588241]
3599,[40.02964067 28.06965916  4.15426904  2.82814194  2.36013334  2.14664667],[3.01431121 2.73583996 0.39088163 0.26118097 0.21511131 0.1941812 ],[9.88652866 0.71125958 0.24545274 0.21633221 0.20902026 0.20483464]
3600,[40.92540213 29.60076738  3.87049953  2.62648582  2.23018713  2.04683015],[2.94264448 2.85680019 0.35625594 0.23689123 0.19877111 0.180954  ],[11.49895767  1.03276537  0.30794012  0.25757349  0.24247598  0.23729013]
3601,[41.59834215 30.22837034  4.37319346  3.38584977  3.02055054  2.81492823],[2.98295581 2.93279628 0.40692026 0.31219161 0.27577235 0.25587871],[11.76878413  0.9004078   0.30399087  0.26393362  0.26282703  0.25614115]
3602,[39.79464731 30.58404359  4.01395449  2.85404022  2.51340366  2.35239545],[2.93203976 2.98150739 0.37698755 0.26372456 0.23009185 0.21469913],[10.4742496   0.76896935  0.24407903  0.21679463  0.21248515  0.20540412]
3603,[43.96801517 27.24759357  3.7664772   2.85100943  2.50817539  2.31315872],[3.15771153 2.61195545 0.34389011 0.25549145 0.22179988 0.20288775],[12.39089987  1.12803913  0.32757606  0.29609494  0.29017654  0.28428118]
3604,[39.59400799 32.17251225  3.8161268   2.87887497  2.50211958  2.26096485],[2.91937323 3.13694132 0.35707578 0.26647348 0.22990352 0.20633752],[10.40027567  0.80309873  0.245369    0.21414014  0.20308436  0.19758966]
3605,[39.99371463 31.22412999  4.07031881  2.81612084  2.4010505   2.15236128],[2.89057432 3.06065595 0.38195268 0.26422329 0.22366556 0.19910889],[11.08797128  0.61757049  0.25079202  0.17388797  0.16439494  0.16127236]
3606,[38.71176159 37.4034812   3.89084919  2.71128716  2.35497562  2.16202732],[2.68974663 3.6258131  0.36071497 0.25036524 0.21596086 0.19764041],[11.81429508  1.14535027  0.28369954  0.20763475  0.19536697  0.18562325]
3607,[40.56791287 29.40592425  3.80487589  2.81530867  2.46908641  2.26025373],[3.01590545 2.85312645 0.3558225  0.26436607 0.22988576 0.20923006],[10.40885847  0.87465938  0.24665095  0.17164792  0.1702288   0.16795311]
3608,[40.14385377 30.61626961  4.18561836  2.98469911  2.65544097  2.47402198],[2.95725094 2.95410605 0.39303355 0.27673764 0.24399005 0.22703802],[10.57134446  1.075209    0.25528282  0.21732267  0.21554041  0.20364176]
3609,[40.52665803 32.80069077  4.4639994   3.09624262  2.66855171  2.50148559],[2.80898766 3.20645409 0.4112555  0.28171221 0.24083942 0.22506913],[12.43678157  0.73614972  0.35144438  0.27912055  0.26015754  0.2507943 ]
3610,[42.80714226 30.36674048  3.73859461  2.77961773  2.4148516   2.21781332],[3.034335   2.92865266 0.34173431 0.2504614  0.21454988 0.19520073],[12.4637923   1.08021365  0.32125149  0.2750037   0.26935279  0.26580604]
3611,[39.20458428 32.49685903  3.87984269  2.8048059   2.45817412  2.27540984],[2.88531467 3.17775131 0.36137688 0.25566785 0.22152993 0.20382739],[10.35143732  0.71934573  0.26607387  0.24812744  0.24287481  0.23713593]
3612,[44.26801595 27.96917329  3.60082212  2.44170375  2.1578313   2.00079101],[3.11683904 2.70954909 0.33614434 0.22491655 0.19629712 0.18068769],[13.09962565  0.87368232  0.23937875  0.19253827  0.19486012  0.19391408]
3613,[38.32842512 31.64227922  3.61133576  2.50292699  2.1117387   1.8897241 ],[2.95125033 3.0657227  0.33772344 0.23183023 0.19292912 0.17128273],[8.81592178 0.98505192 0.23410133 0.18462465 0.18244752 0.17689677]
3614,[42.00698592 30.95664732  3.89270895  2.76519776  2.31960254  2.07313306],[2.91941743 2.98923571 0.35766422 0.24994222 0.20675123 0.18337947],[12.81281153  1.06429074  0.31606672  0.26577553  0.25209021  0.23933838]
3615,[38.19178093 30.37621644  3.95688308  2.72333797  2.41746704  2.23800625],[2.87658839 2.89376234 0.37143836 0.25203929 0.22175154 0.20427498],[9.42589695 1.43859343 0.24249951 0.20294511 0.19995166 0.19525647]
3616,[40.78149584 28.10133687  4.16300624  2.61709051  2.18027973  1.99588198],[2.95465715 2.7362693  0.3901813  0.24318125 0.2001102  0.18235059],[11.23492428  0.73864377  0.26119324  0.18527804  0.17917775  0.17237606]
3617,[33.34012158 38.03764082  3.28848629  1.99197961  1.56310827  1.33731783],[2.74592262 3.71190738 0.29999891 0.1804479  0.13809163 0.11591021],[5.88089536 0.9185667  0.28849714 0.18750058 0.18219198 0.17821575]
3618,[40.86312592 32.77920927  3.86139792  2.88004933  2.4665156   2.21080335],[2.90051404 3.17714595 0.36378496 0.26712303 0.22608415 0.20125822],[11.85798517  1.00774957  0.22354834  0.20881903  0.20567407  0.19822115]
3619,[38.28311656 33.06486073  4.09662077  2.90297889  2.59191313  2.54966734],[2.8071007  3.16413054 0.37917154 0.2660344  0.23744983 0.22178807],[10.21210997  1.42355537  0.30490534  0.24263484  0.21741481  0.33178664]
3620,[39.44243359 31.60584544  4.02887356  2.75645455  2.3856983   2.17025853],[2.97455391 3.04534419 0.37473328 0.25266346 0.21584491 0.19463969],[9.69689452 1.15240332 0.28154077 0.22982001 0.2272492  0.22386166]
3621,[42.7092763  29.45260028  3.61240869  2.57072467  2.20152704  2.00755756],[3.00007286 2.85342036 0.33918859 0.23699898 0.20064899 0.18179096],[12.70854778  0.91839653  0.22052278  0.20073484  0.19503711  0.18964796]
3622,[41.62952618 31.82073937  3.89448451  2.65093037  2.2810035   2.10948883],[2.88164343 3.07432046 0.35751994 0.24021603 0.20460182 0.18804698],[12.81309215  1.07753486  0.31928511  0.24877006  0.23498532  0.22901903]
3623,[42.7090159  27.6973659   4.67564022  3.36371253  2.84785476  2.60004414],[3.0793925  2.69733111 0.43367409 0.30647348 0.25599468 0.23233622],[11.91509123  0.72405502  0.33889932  0.29897771  0.28790799  0.27668188]
3624,[41.08345224 28.71626755  3.50833989  2.37002449  2.07700573  1.9173723 ],[3.10247748 2.77580462 0.3246976  0.22029592 0.19168167 0.17598587],[10.05867746  0.95822118  0.26136393  0.16706529  0.16018905  0.15751356]
3625,[42.36197289 31.52369029  3.61039046  2.70432627  2.38767015  2.19330438],[3.00771259 3.06786929 0.33247449 0.2460689  0.21622461 0.19790981],[12.28484692  0.84499761  0.28564559  0.24363729  0.22542407  0.21420634]
3626,[44.74879092 28.3603347   4.04153685  3.15405487  2.88512832  2.74093194],[2.98676972 2.75743166 0.38344321 0.29564282 0.26930312 0.25523834],[14.88109382  0.78601812  0.2071048   0.19762662  0.19209707  0.18854857]
3627,[46.29526091 25.16059894  4.63377531  3.36095881  2.88598905  2.62447941],[3.11687992 2.43672651 0.4211119  0.30776962 0.26180778 0.23695657],[15.12646146  0.79333397  0.42265638  0.28326265  0.26791125  0.25491374]
3628,[42.18599236 28.47138654  3.64545682  2.61088577  2.28109174  2.11071959],[3.06113645 2.75279997 0.33544329 0.23843477 0.20659689 0.19035724],[11.57462772  0.94338665  0.29102396  0.22653806  0.21512288  0.2071472 ]
3629,[38.14587002 32.97225416  3.46009111  2.2511473   1.82974361  1.62834503],[2.84632296 3.18219186 0.32120702 0.20718051 0.1661159  0.14603751],[9.68264039 1.15033562 0.24802096 0.17934216 0.16858459 0.16796994]
3630,[41.73639903 30.10588141  4.04639643  2.95741463  2.61456836  2.43252552],[2.91096775 2.84831683 0.38108869 0.2723944  0.24018009 0.22252402],[12.62672137  1.62271318  0.23550955  0.2334707   0.21276747  0.20728527]
3631,[37.64114537 36.2684017   3.79070413  2.68486036  2.28052723  2.0467213 ],[2.85787627 3.53545382 0.3470721  0.24327811 0.20463815 0.1817657 ],[9.06238257 0.91386358 0.31998311 0.25207928 0.23414571 0.22906427]
3632,[37.87529422 35.05645309  3.79748886  2.6698693   2.26384332  2.07333706],[2.72856921 3.34551857 0.35298391 0.24393504 0.20459592 0.18585369],[10.58960225  1.60126729  0.26764978  0.23051886  0.21788412  0.21480011]
3633,[38.95558908 31.24092946  3.70609535  2.74637089  2.3824141   2.17516593],[2.83446522 2.94899029 0.34495587 0.2514374  0.21540419 0.19519391],[10.61093706  1.75102651  0.25653668  0.23199693  0.2283722   0.22322684]
3634,[40.45255141 32.1688911   3.35160295  2.37039112  2.11551362  1.98018422],[2.95354911 3.11629416 0.31151826 0.21645808 0.19164872 0.17876683],[10.9170601   1.00594966  0.2364204   0.20581034  0.19902646  0.1925159 ]
3635,[39.19714172 34.18658565  3.71340237  2.70881869  2.36412285  2.16122976],[2.83015911 3.30929093 0.340103   0.24686293 0.21358902 0.19426679],[10.89555067  1.09367657  0.31237241  0.24018942  0.22823266  0.21856185]
3636,[39.34590314 31.72629344  4.41567472  3.01955742  2.66976633  2.45340178],[2.90244519 3.08693427 0.39559916 0.27597969 0.24179878 0.22099914],[10.32145119  0.85695072  0.4596831   0.25976051  0.25177853  0.24341038]
3637,[43.13997293 28.48142523  4.33546344  3.17868885  2.69257271  2.45062013],[3.05437627 2.77349391 0.40896921 0.29556813 0.24778101 0.22414115],[12.59621027  0.74648626  0.24577136  0.22300758  0.21476262  0.20920859]
3638,[38.3901197  31.96966586  3.28026209  2.18395344  1.8708609   1.70335289],[2.91591583 3.02740802 0.30618747 0.20082612 0.17005343 0.15437214],[9.23096152 1.69558549 0.21838737 0.17569222 0.17032663 0.15963152]
3639,[39.32984106 33.62942983  4.20811002  2.87824367  2.39522164  2.18156569],[2.82008532 3.24720413 0.39369607 0.26524056 0.21730715 0.19691413],[11.12898801  1.15738879  0.27114937  0.22583807  0.22215014  0.21242436]
3640,[43.47332144 30.39583417  4.27273539  3.27262065  2.79778788  2.5541157 ],[2.8853335  2.92606989 0.40232789 0.30349117 0.26042874 0.23656439],[14.61998625  1.13513514  0.2494565   0.23770891  0.1935005   0.18847177]
3641,[40.95246565 30.96929115  3.81542904  2.25716746  1.90316017  1.74960774],[2.87620234 2.95393748 0.33961058 0.20155578 0.16711803 0.15234746],[12.19044167  1.42991654  0.41932327  0.2416097   0.23197984  0.22613318]
3642,[42.76040184 29.68648227  3.77401132  2.7142659   2.36699998  2.17687211],[2.93215748 2.84801401 0.35652742 0.2526346  0.21832561 0.19985733],[13.4388269   1.20634227  0.20873716  0.18791987  0.1837439   0.17829885]
3643,[41.10585021 32.42283587  4.52976551  3.175886    2.67919914  2.50178202],[2.81771241 3.11416904 0.43120067 0.29757878 0.24900707 0.23224423],[12.92872612  1.28114524  0.21775881  0.20009825  0.18912841  0.17933979]
3644,[44.26705928 31.02021674  3.64488758  2.74308626  2.34537989  2.14141129],[2.99115761 2.98948914 0.33959179 0.25183065 0.2132078  0.19363343],[14.35548301  1.1253251   0.24896963  0.22477974  0.21330188  0.20507696]
3645,[38.72832903 30.62930151  3.87128495  2.25858471  1.82374478  1.62312031],[2.95145588 2.96022978 0.35328924 0.20043947 0.1592097  0.14053153],[9.21377032 1.02700345 0.33839255 0.25419005 0.23164777 0.21780503]
3646,[39.13071875 30.86608544  3.26389083  2.14441002  1.87299327  1.71474312],[2.92811309 2.89727742 0.30242894 0.1950758  0.16819484 0.1527372 ],[9.84958797 1.89331115 0.23960138 0.19365206 0.19104483 0.18737112]
3647,[40.73607325 32.4715885   3.96641159  2.79153621  2.40854955  2.20263255],[2.88105264 3.13693486 0.37467572 0.26123015 0.22360462 0.20367096],[11.92554691  1.10223987  0.21965438  0.17923469  0.17250332  0.16592292]
3648,[43.86326002 27.86067861  3.47082685  2.65387985  2.38050923  2.20877642],[3.05214839 2.61191884 0.32108188 0.24218724 0.21536077 0.19869282],[13.34177612  1.74149005  0.26000808  0.23200749  0.22690145  0.22184818]
3649,[46.45177524 27.31299635  4.22039122  3.06592357  2.76146777  2.62680641],[2.95519943 2.60614758 0.39303082 0.28609027 0.2562506  0.24322615],[16.89978089  1.25152066  0.29008306  0.20502088  0.1989618   0.1945449 ]
3650,[40.14357595 29.26206841  3.90391261  2.67540532  2.32868962  2.17294053],[2.87082268 2.83201492 0.36183492 0.24554639 0.21145288 0.19643625],[11.43534902  0.9419194   0.28556345  0.21994143  0.21416079  0.20857805]
3651,[39.04309122 32.1696314   3.92488409  2.5335076   2.1558038   1.95404026],[2.82142744 3.12334295 0.3548518  0.22751062 0.18976881 0.17126541],[10.82881672  0.93620184  0.37636613  0.25840137  0.25811573  0.24138616]
3652,[41.78726855 32.46030419  3.32096215  2.33710677  2.06389364  1.90212934],[2.85209464 3.13022908 0.30394048 0.2113594  0.18515147 0.16964963],[13.2663219   1.15801346  0.28155734  0.22351283  0.21237894  0.20563304]
3653,[42.84786817 29.98180501  4.36499239  3.2890921   2.97059616  2.75748173],[2.96413064 2.88311416 0.40987433 0.30638319 0.27570288 0.25539592],[13.20656176  1.15066348  0.26624909  0.22526021  0.2135674   0.20352252]
3654,[40.52489688 30.52546578  3.5054873   2.38934096  2.08696673  1.92609287],[2.86774874 2.9702065  0.32582137 0.21710697 0.18765086 0.17206254],[11.84740954  0.82340068  0.24727362  0.21827131  0.21045818  0.20546743]
3655,[43.03957262 26.71344041  3.36518219  2.31109984  1.95105686  1.76781771],[3.17255475 2.56111623 0.31772579 0.21436886 0.17863309 0.16051964],[11.31402506  1.10227816  0.18792432  0.16741128  0.16472596  0.16262132]
3656,[41.5889101  26.91165679  4.00255558  2.61396126  2.32727527  2.11338202],[3.02896056 2.56755903 0.36910774 0.23789348 0.20971902 0.18932236],[11.29930461  1.23606655  0.31147821  0.23502651  0.23008512  0.22015837]
3657,[37.88784576 33.63540388  4.09238976  2.86916736  2.46651862  2.26629031],[2.70731356 3.18919453 0.37973364 0.26163832 0.22347962 0.20497631],[10.81471002  1.74345832  0.29505338  0.25278413  0.23172239  0.21652722]
3658,[39.3676051  28.66161039  4.08434102  2.64059387  2.31315348  2.08917553],[2.88069637 2.68589132 0.37318261 0.23929298 0.20758272 0.18540745],[10.56064141  1.80269729  0.35251492  0.24766413  0.23732632  0.23510098]
3659,[44.38369916 26.22057953  3.53861624  2.53249375  2.30187021  2.17646254],[3.00647228 2.52530039 0.32837908 0.23027623 0.20832731 0.1966332 ],[14.31897649  0.96757535  0.25482544  0.22973148  0.21859707  0.21013057]
3660,[41.839558   23.60923201  4.08653685  2.43236547  2.08979742  1.92931396],[3.04100304 2.25710489 0.38023501 0.22579125 0.19191824 0.17640152],[11.42952805  1.03818308  0.28418672  0.17445294  0.170615    0.16529881]
3661,[45.0216678  25.4292577   4.01764302  2.67646721  2.29205567  2.12289308],[3.12475547 2.38778743 0.36809028 0.24447929 0.20644335 0.19004267],[13.77411342  1.5513833   0.33674024  0.2316743   0.2276222   0.22246636]
3662,[44.04035263 25.82109881  3.70319834  2.46151952  2.18829547  2.01057112],[3.06765388 2.48176792 0.34437805 0.22595047 0.19922187 0.18289356],[13.36381346  1.00341956  0.25941785  0.20201476  0.19607682  0.1816355 ]
3663,[40.4979735  28.1798479   3.84879511  2.75578739  2.4266619   2.20540885],[2.90350125 2.63101523 0.3579793  0.2529079  0.22074372 0.19930701],[11.46296109  1.86969578  0.26900209  0.2267084   0.21922471  0.21233874]
3664,[42.54401312 25.25155541  4.0815592   2.46516786  2.12640507  1.94509622],[3.02685924 2.42875867 0.36009177 0.2232788  0.18943675 0.17213914],[12.27542067  0.96396859  0.48064151  0.23237986  0.23203761  0.22370482]
3665,[40.87737131 27.67161394  3.97398846  2.81847685  2.46371514  2.26240192],[2.98023595 2.63811509 0.3713439  0.25979163 0.22449269 0.20460404],[11.07501195  1.29046313  0.26054949  0.22056061  0.21878821  0.21636152]
3666,[41.08775806 28.46818271  3.47910678  2.46993472  2.07030168  1.84586706],[3.04316711 2.72636062 0.32533285 0.22668167 0.18668632 0.16419237],[10.65608718  1.20457672  0.22577832  0.20311797  0.20343849  0.20394338]
3667,[39.31778749 31.76491515  3.76452066  2.40138477  2.04279704  1.85876741],[2.93564777 3.02868265 0.34816176 0.22030401 0.1847273  0.16683508],[9.9613098  1.47808906 0.28290307 0.19834464 0.19552408 0.19041664]
3668,[41.22588853 32.38902377  3.93414625  2.79295656  2.48821593  2.33853384],[2.74561294 3.06912593 0.37177991 0.25959393 0.22943759 0.21503219],[13.76975915  1.69776444  0.21634721  0.19701721  0.19384002  0.18821198]
3669,[38.41107952 30.37538302  3.59228165  2.17144024  1.85318932  1.72114733],[2.68628349 2.81970544 0.32492703 0.19058096 0.16433635 0.15142161],[11.54824465  2.17832866  0.3430113   0.26563061  0.20982578  0.20693126]
3670,[43.21445529 24.12098462  3.68455413  2.5123274   2.21124607  2.02660563],[3.13519093 2.27436401 0.33744818 0.2227532  0.19535711 0.17753562],[11.86254604  1.3773446   0.31007231  0.28479538  0.25767498  0.25124941]
3671,[43.28213293 23.6825139   3.4334309   2.53505681  2.18542235  2.01219825],[3.1842105  2.22547785 0.31674848 0.23236976 0.19742798 0.18051728],[11.44002788  1.42773507  0.26594615  0.21135923  0.21114256  0.20702543]
3672,[36.40071475 32.38805346  3.70108453  2.34724206  1.95477666  1.72457126],[2.77963062 3.12015791 0.34629141 0.21687239 0.17918168 0.15734032],[8.60440844 1.18647439 0.23817046 0.17851819 0.16295989 0.15116805]
3673,[38.5236444  33.10939994  4.22917676  2.77255787  2.28079612  2.08479624],[2.71396042 3.11481968 0.39061375 0.24778666 0.20511268 0.18623757],[11.38404031  1.9612032   0.32303929  0.29469125  0.22966933  0.22242056]
3674,[36.92238892 32.24960277  3.71625614  2.22782857  1.92170704  1.74373404],[2.73912118 3.03810488 0.33610982 0.19587908 0.16708395 0.15020967],[9.5311772  1.86855436 0.35515795 0.26903779 0.25086751 0.24163737]
3675,[42.86650308 24.96251032  3.68188532  2.23787335  1.93124211  1.75906979],[3.00768587 2.39423182 0.33283407 0.20283078 0.17276495 0.15616088],[12.78964455  1.02019209  0.35354461  0.20956556  0.20359257  0.19746102]
3676,[40.67485766 29.7348402   3.71011132  2.4786107   2.16377418  2.01083723],[2.83048464 2.84821834 0.34501338 0.22332291 0.19499264 0.18041117],[12.3700112   1.25265699  0.25997745  0.24538157  0.2138478   0.2067255 ]
3677,[41.8559537  30.5004801   4.43954125  2.92776887  2.52391561  2.30146254],[2.7609279  2.90538201 0.41443112 0.27447338 0.23554742 0.21369133],[14.24667489  1.44666005  0.29523002  0.18303504  0.16844142  0.16454922]
3678,[38.67541696 33.65687704  4.3300539   2.78868243  2.45070385  2.26157043],[2.65507655 3.2553595  0.39933405 0.25140512 0.21842309 0.20164759],[12.12465129  1.10328205  0.33671345  0.27463129  0.26647298  0.24509449]
3679,[46.23800635 24.30160534  4.06153388  2.94805588  2.56147924  2.36151009],[3.03609173 2.23694074 0.38669069 0.27578264 0.23787689 0.21824193],[15.87708895  1.9321978   0.19462704  0.19022946  0.18271031  0.17909082]
3680,[41.4613341  31.64526088  4.17366376  2.85296046  2.47567528  2.27880657],[2.79298331 3.01319979 0.39064822 0.26380966 0.22670457 0.20732946],[13.53150082  1.51326283  0.26718153  0.21486384  0.20862958  0.20551197]
3681,[41.94367368 31.39701024  4.14120781  3.00695929  2.62348275  2.36386797],[2.78210124 3.02849845 0.3858227  0.28218207 0.24359271 0.21786876],[14.12266145  1.11202559  0.28298073  0.18513861  0.18755561  0.18518037]
3682,[40.7576568  30.41877126  3.65124496  2.48737934  2.17123061  1.98038799],[2.88976689 2.85316831 0.33333435 0.22508587 0.19484184 0.1765769 ],[11.85998815  1.88708828  0.31790141  0.23652062  0.22281223  0.21461899]
3683,[40.98849768 31.3442654   4.50612508  3.20421667  2.90403193  2.68402155],[2.67711458 2.9413922  0.41614127 0.29454991 0.26517677 0.24386289],[14.21735191  1.93034365  0.34471235  0.25871756  0.25226424  0.24539263]
3684,[40.11709019 28.85564903  3.9139029   2.41387354  2.03604625  1.82788267],[2.94643844 2.78233944 0.35804181 0.21740551 0.18422264 0.16430927],[10.65270584  1.03225454  0.33348485  0.23981845  0.19381984  0.18478999]
3685,[42.32159374 27.42970533  4.16942484  2.63056986  2.23381766  1.98508196],[2.85917247 2.56685524 0.37969615 0.24005917 0.20141893 0.17755673],[13.72986892  1.76115302  0.37246336  0.22997816  0.21962835  0.20951468]
3686,[44.69292166 24.83780033  4.24136431  3.21844356  2.8530215   2.62465398],[2.95349818 2.34827359 0.39389258 0.29554447 0.25984102 0.23788591],[15.15793933  1.35506449  0.30243845  0.26299888  0.25461131  0.24579489]
3687,[40.32067944 30.19885542  3.71982596  2.67359286  2.33182956  2.11066895],[2.83385062 2.82062289 0.3466477  0.24680252 0.21522675 0.19337278],[11.98217347  1.99262681  0.25334895  0.20556769  0.1795621   0.17694111]
3688,[41.44017341 30.37001091  4.10493511  2.96452882  2.65358384  2.48451007],[2.65765164 2.83084497 0.37451591 0.27295238 0.24254309 0.22647927],[14.86365704  2.06156112  0.359776    0.23500503  0.22815298  0.21971736]
3689,[41.196883   27.43841438  3.8110575   2.57268702  2.16469046  1.95045604],[2.91171862 2.57965444 0.35739356 0.23513485 0.19620131 0.17544988],[12.079697    1.64187011  0.23712193  0.2213385   0.2026774   0.19595723]
3690,[41.71935105 26.53211003  3.94672741  2.82858465  2.48286655  2.31218722],[2.94368639 2.49196071 0.36822196 0.26090684 0.22620279 0.20901276],[12.28248702  1.61250289  0.26450786  0.21951622  0.22083861  0.22205969]
3691,[47.62031803 23.86912164  4.20302178  3.3003616   2.94576897  2.75578605],[3.14924461 2.20497673 0.38870378 0.29959026 0.26456856 0.24621607],[16.12787192  1.81935422  0.31598401  0.30445895  0.30008334  0.29362539]
3692,[37.63340729 29.598945    3.97564681  2.49496429  2.20276648  2.04399749],[2.6867984  2.68462939 0.36924701 0.23070472 0.2013184  0.18601506],[10.76542345  2.75265134  0.28317666  0.18791713  0.18958252  0.18384689]
3693,[36.09711944 33.3221926   4.12534347  2.67475159  2.29215104  2.11617787],[2.55392412 3.1943553  0.37850774 0.24402617 0.20669969 0.1897661 ],[10.55787802  1.37863981  0.34026613  0.23448986  0.22515407  0.21851688]
3694,[38.06469827 30.61190859  3.31319752  2.28324318  1.94112576  1.77177216],[2.81367618 2.84414359 0.29601825 0.20119511 0.1682085  0.15268182],[9.92793659 2.17047254 0.35301499 0.27129202 0.2590408  0.24495393]
3695,[43.25309351 24.97936102  3.92222889  2.69341449  2.33567979  2.16671801],[2.92060796 2.3088973  0.37171685 0.25270853 0.21739163 0.20074741],[14.04701401  1.89038796  0.20506039  0.16632919  0.16176352  0.15924393]
3696,[42.29887387 22.79039386  3.53294876  2.25181223  1.99800736  1.86047719],[3.02569255 2.10210737 0.31028891 0.20468606 0.17969829 0.16657098],[12.04194883  1.76932017  0.43005965  0.20495159  0.20102445  0.19476735]
3697,[39.68353156 23.09252451  3.36689036  2.02094414  1.65937421  1.47724714],[2.97213618 2.1625816  0.30833306 0.17835279 0.1435343  0.12602997],[9.96216949 1.46670837 0.28355978 0.23741628 0.22403119 0.21694748]
3698,[39.48602925 29.1267521   4.33149873  3.1004375   2.66589984  2.44069163],[2.76002117 2.71501835 0.40777198 0.28622565 0.2437251  0.22175283],[11.88581768  1.97656868  0.25377891  0.23818096  0.22864883  0.22316331]
3699,[42.33369186 23.81931447  4.19200293  2.66723455  2.33258996  2.17525938],[3.0300983  2.23039082 0.36683897 0.23816184 0.2047357  0.19160169],[12.03270879  1.51540641  0.52361321  0.28561615  0.28523302  0.25924246]
3700,[42.20555005 26.18135121  3.44045879  2.54211704  2.21517955  2.05462606],[2.90148734 2.41444483 0.31710878 0.22927886 0.19980694 0.18413165],[13.19067635  2.03690305  0.26937096  0.2493284   0.21711017  0.21330952]
3701,[39.71060846 25.60969961  3.43920512  2.24861357  1.85823463  1.65634556],[2.83349558 2.36104743 0.32055314 0.20800184 0.16919591 0.14934464],[11.37565266  1.99922553  0.23367372  0.1685952   0.16627547  0.16289915]
3702,[37.65436172 32.22025244  3.71404209  2.65869652  2.35414785  2.15088866],[2.4896433  3.03136287 0.34763209 0.24331106 0.21304094 0.19315652],[12.7579289   1.90662388  0.23772126  0.22558588  0.22373847  0.21932344]
3703,[42.04739466 23.13712206  3.73469775  2.46225844  2.10776273  1.9348477 ],[2.98891717 2.15263286 0.34400185 0.22401379 0.18897098 0.17209488],[12.15822328  1.6107936   0.29467928  0.22212056  0.21805295  0.21389888]
3704,[37.75337433 29.13803052  3.77075115  2.19659067  1.87740061  1.66991193],[2.6291901  2.72661381 0.3531746  0.19528874 0.1677857  0.14820878],[11.46147309  1.87189225  0.23900514  0.24370325  0.19954361  0.1878241 ]
3705,[41.95883623 28.20743628  4.90078435  3.21279206  2.84016841  2.66243552],[2.58191665 2.71537479 0.45990695 0.29916564 0.26361178 0.24654111],[16.13966997  1.0536884   0.30171488  0.22113565  0.20405059  0.19702443]
3706,[42.84939667 25.24733795  3.86421584  2.72025752  2.40437657  2.262631  ],[2.8531888  2.33163468 0.36347311 0.2533735  0.22184696 0.2073834 ],[14.31750871  1.93099121  0.22948481  0.18652252  0.18590695  0.18879703]
3707,[43.23889143 21.17417104  3.97240852  2.51723897  2.19680552  2.03464532],[3.01720404 1.96609339 0.37680495 0.23145637 0.20198018 0.18635321],[13.06685098  1.51323716  0.20435904  0.20267531  0.17700371  0.17111322]
3708,[40.08402027 26.09631708  3.55193568  2.11676594  1.782872    1.62367394],[2.81808498 2.4439243  0.33701255 0.19346417 0.16357854 0.14833912],[11.90317047  1.65707414  0.18181019  0.18212429  0.14708657  0.14028272]
