,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f,inner_loss_pre_adapt,inner_loss_i_pre_adapt,inner_loss_b_pre_adapt,inner_loss_f_pre_adapt
3407,[0.09132948 0.09165774 0.08588975 0.06061943 0.0417022  0.02788879],[0.06380831 0.04720484 0.03858785 0.0342992  0.02515422 0.01993021],[0.00086922 0.00145807 0.00342506 0.00306545 0.00272164 0.00267925],[0.02665196 0.04299482 0.04387684 0.02325478 0.01382635 0.00527933],[0.09132948 0.09165774 0.08588975 0.06061943 0.0417022  0.02788879],[0.06380831 0.04720484 0.03858785 0.0342992  0.02515422 0.01993021],[0.00086922 0.00145807 0.00342506 0.00306545 0.00272164 0.00267925],[0.02665196 0.04299482 0.04387684 0.02325478 0.01382635 0.00527933]
3408,[0.08939431 0.12216667 0.10554173 0.07489014 0.05231917 0.03937554],[0.05304327 0.04782765 0.04286414 0.03861389 0.03377112 0.0282169 ],[0.00079223 0.00267676 0.00970184 0.00770113 0.00666714 0.00535373],[0.03555882 0.07166227 0.05297574 0.02857512 0.01188091 0.00580492],[0.08939431 0.12216667 0.10554173 0.07489014 0.05231917 0.03937554],[0.05304327 0.04782765 0.04286414 0.03861389 0.03377112 0.0282169 ],[0.00079223 0.00267676 0.00970184 0.00770113 0.00666714 0.00535373],[0.03555882 0.07166227 0.05297574 0.02857512 0.01188091 0.00580492]
3409,[0.0906293  0.10285435 0.05730722 0.04144606 0.03126643 0.02481145],[0.0523769  0.04010642 0.035428   0.02724979 0.02077374 0.01612316],[0.00077608 0.00268598 0.00566484 0.00502829 0.00473804 0.00448803],[0.03747632 0.06006195 0.01621438 0.00916798 0.00575465 0.00420026],[0.0906293  0.10285435 0.05730722 0.04144606 0.03126643 0.02481145],[0.0523769  0.04010642 0.035428   0.02724979 0.02077374 0.01612316],[0.00077608 0.00268598 0.00566484 0.00502829 0.00473804 0.00448803],[0.03747632 0.06006195 0.01621438 0.00916798 0.00575465 0.00420026]
3410,[0.08650623 0.07344515 0.06160054 0.06350147 0.05848493 0.03343883],[0.05807272 0.04467876 0.03536319 0.02884374 0.02686338 0.0223224 ],[0.00092877 0.00207542 0.00285995 0.00333469 0.00379693 0.00302783],[0.02750473 0.02669097 0.0233774  0.03132305 0.02782463 0.00808859],[0.08650623 0.07344515 0.06160054 0.06350147 0.05848493 0.03343883],[0.05807272 0.04467876 0.03536319 0.02884374 0.02686338 0.0223224 ],[0.00092877 0.00207542 0.00285995 0.00333469 0.00379693 0.00302783],[0.02750473 0.02669097 0.0233774  0.03132305 0.02782463 0.00808859]
3411,[0.12059409 0.09060368 0.08310647 0.05923912 0.03796431 0.0307473 ],[0.0547263  0.05444705 0.04121421 0.03223831 0.02716317 0.02127447],[0.00087307 0.00498877 0.00515165 0.00489507 0.00428644 0.00397136],[0.06499472 0.03116787 0.03674061 0.02210574 0.00651469 0.00550147],[0.12059409 0.09060368 0.08310647 0.05923912 0.03796431 0.0307473 ],[0.0547263  0.05444705 0.04121421 0.03223831 0.02716317 0.02127447],[0.00087307 0.00498877 0.00515165 0.00489507 0.00428644 0.00397136],[0.06499472 0.03116787 0.03674061 0.02210574 0.00651469 0.00550147]
3412,[0.08461655 0.06935406 0.04316302 0.08374449 0.03914156 0.03069382],[0.04132471 0.03455689 0.02778475 0.02198509 0.03003666 0.02295425],[0.00087003 0.00155812 0.00182485 0.00238891 0.00205253 0.00206662],[0.0424218  0.03323906 0.01355342 0.0593705  0.00705237 0.00567295],[0.08461655 0.06935406 0.04316302 0.08374449 0.03914156 0.03069382],[0.04132471 0.03455689 0.02778475 0.02198509 0.03003666 0.02295425],[0.00087003 0.00155812 0.00182485 0.00238891 0.00205253 0.00206662],[0.0424218  0.03323906 0.01355342 0.0593705  0.00705237 0.00567295]
3413,[0.09450668 0.06310544 0.06467124 0.04804424 0.03193451 0.02635823],[0.05461989 0.04053882 0.0338527  0.02682629 0.02413577 0.01879151],[0.00105059 0.00196332 0.00215032 0.00286698 0.0029888  0.00304955],[0.03883621 0.0206033  0.02866822 0.01835097 0.00480995 0.00451717],[0.09450668 0.06310544 0.06467124 0.04804424 0.03193451 0.02635823],[0.05461989 0.04053882 0.0338527  0.02682629 0.02413577 0.01879151],[0.00105059 0.00196332 0.00215032 0.00286698 0.0029888  0.00304955],[0.03883621 0.0206033  0.02866822 0.01835097 0.00480995 0.00451717]
3414,[0.09139989 0.17015425 0.07323418 0.05652351 0.04277813 0.02750035],[0.05536768 0.04160203 0.0361505  0.02988417 0.02329715 0.01733469],[0.00091798 0.00310762 0.003551   0.00780345 0.00597618 0.00468682],[0.03511423 0.12544461 0.03353268 0.01883589 0.0135048  0.00547885],[0.09139989 0.17015425 0.07323418 0.05652351 0.04277813 0.02750035],[0.05536768 0.04160203 0.0361505  0.02988417 0.02329715 0.01733469],[0.00091798 0.00310762 0.003551   0.00780345 0.00597618 0.00468682],[0.03511423 0.12544461 0.03353268 0.01883589 0.0135048  0.00547885]
3415,[0.08681336 0.08144133 0.07973499 0.05850032 0.04949438 0.03517632],[0.04947319 0.04225852 0.03363248 0.02962949 0.02559475 0.02286145],[0.0010853  0.00233672 0.00498312 0.005048   0.00421563 0.00403286],[0.03625488 0.03684609 0.04111939 0.02382284 0.019684   0.008282  ],[0.08681336 0.08144133 0.07973499 0.05850032 0.04949438 0.03517632],[0.04947319 0.04225852 0.03363248 0.02962949 0.02559475 0.02286145],[0.0010853  0.00233672 0.00498312 0.005048   0.00421563 0.00403286],[0.03625488 0.03684609 0.04111939 0.02382284 0.019684   0.008282  ]
3416,[0.08939114 0.15559132 0.08555157 0.0630874  0.03849316 0.02995016],[0.04659272 0.03445718 0.03025807 0.04538098 0.02644504 0.0200566 ],[0.00107316 0.0022802  0.00433328 0.00453466 0.00392709 0.00380875],[0.04172527 0.11885394 0.05096022 0.01317176 0.00812104 0.00608481],[0.08939114 0.15559132 0.08555157 0.0630874  0.03849316 0.02995016],[0.04659272 0.03445718 0.03025807 0.04538098 0.02644504 0.0200566 ],[0.00107316 0.0022802  0.00433328 0.00453466 0.00392709 0.00380875],[0.04172527 0.11885394 0.05096022 0.01317176 0.00812104 0.00608481]
3417,[0.08837857 0.16722205 0.05955926 0.06052727 0.04827656 0.03361916],[0.05102477 0.04503289 0.03986808 0.04726162 0.03470056 0.0247474 ],[0.00110059 0.00409043 0.00370189 0.00626496 0.00467548 0.00468998],[0.03625321 0.11809873 0.01598928 0.0070007  0.00890053 0.00418178],[0.08837857 0.16722205 0.05955926 0.06052727 0.04827656 0.03361916],[0.05102477 0.04503289 0.03986808 0.04726162 0.03470056 0.0247474 ],[0.00110059 0.00409043 0.00370189 0.00626496 0.00467548 0.00468998],[0.03625321 0.11809873 0.01598928 0.0070007  0.00890053 0.00418178]
3418,[0.07738021 0.0716127  0.09413896 0.066444   0.03533559 0.02749031],[0.04615674 0.03385768 0.02792299 0.02878256 0.02261969 0.0175532 ],[0.00095678 0.00188623 0.00530525 0.00532695 0.00424515 0.00396139],[0.03026669 0.03586878 0.06091072 0.03233449 0.00847075 0.00597572],[0.07738021 0.0716127  0.09413896 0.066444   0.03533559 0.02749031],[0.04615674 0.03385768 0.02792299 0.02878256 0.02261969 0.0175532 ],[0.00095678 0.00188623 0.00530525 0.00532695 0.00424515 0.00396139],[0.03026669 0.03586878 0.06091072 0.03233449 0.00847075 0.00597572]
3419,[0.08389528 0.12445319 0.05750265 0.06043949 0.03282419 0.02655996],[0.04758085 0.04223333 0.03618411 0.02736388 0.02106086 0.01618788],[0.00105265 0.00243193 0.00600525 0.00544481 0.00612741 0.00549456],[0.03526177 0.07978793 0.01531329 0.02763079 0.00563592 0.00487753],[0.08389528 0.12445319 0.05750265 0.06043949 0.03282419 0.02655996],[0.04758085 0.04223333 0.03618411 0.02736388 0.02106086 0.01618788],[0.00105265 0.00243193 0.00600525 0.00544481 0.00612741 0.00549456],[0.03526177 0.07978793 0.01531329 0.02763079 0.00563592 0.00487753]
3420,[0.0876102  0.2401571  0.12342489 0.05959699 0.03669001 0.02791689],[0.0440978  0.0349054  0.0497012  0.0294643  0.02010179 0.01443417],[0.00097357 0.00184457 0.02268895 0.01552839 0.00988944 0.0074404 ],[0.04253884 0.20340713 0.05103474 0.01460431 0.00669878 0.00604232],[0.0876102  0.2401571  0.12342489 0.05959699 0.03669001 0.02791689],[0.0440978  0.0349054  0.0497012  0.0294643  0.02010179 0.01443417],[0.00097357 0.00184457 0.02268895 0.01552839 0.00988944 0.0074404 ],[0.04253884 0.20340713 0.05103474 0.01460431 0.00669878 0.00604232]
3421,[0.07607494 0.09985294 0.07538459 0.03832999 0.0311507  0.02361256],[0.03925342 0.03865398 0.03424011 0.02366219 0.0180448  0.01365517],[0.00106274 0.00804154 0.00707413 0.00647278 0.00575917 0.00507647],[0.03575878 0.05315741 0.03407035 0.00819501 0.00734673 0.00488092],[0.07607494 0.09985294 0.07538459 0.03832999 0.0311507  0.02361256],[0.03925342 0.03865398 0.03424011 0.02366219 0.0180448  0.01365517],[0.00106274 0.00804154 0.00707413 0.00647278 0.00575917 0.00507647],[0.03575878 0.05315741 0.03407035 0.00819501 0.00734673 0.00488092]
3422,[0.08475231 0.13236242 0.08329255 0.05410987 0.04554412 0.04506765],[0.04051187 0.03854439 0.04126617 0.03405978 0.02928439 0.03141317],[0.00093297 0.00262487 0.00749362 0.00620269 0.00468554 0.00430391],[0.04330748 0.09119316 0.03453276 0.0138474  0.01157419 0.00935057],[0.08475231 0.13236242 0.08329255 0.05410987 0.04554412 0.04506765],[0.04051187 0.03854439 0.04126617 0.03405978 0.02928439 0.03141317],[0.00093297 0.00262487 0.00749362 0.00620269 0.00468554 0.00430391],[0.04330748 0.09119316 0.03453276 0.0138474  0.01157419 0.00935057]
3423,[0.09352108 0.06881661 0.12062911 0.1245475  0.04582977 0.03247382],[0.04780852 0.03672036 0.02816957 0.03564668 0.02954245 0.0224942 ],[0.00105379 0.0025042  0.00277342 0.00405719 0.00294127 0.00287159],[0.04465877 0.02959205 0.08968612 0.08484364 0.01334604 0.00710803],[0.09352108 0.06881661 0.12062911 0.1245475  0.04582977 0.03247382],[0.04780852 0.03672036 0.02816957 0.03564668 0.02954245 0.0224942 ],[0.00105379 0.0025042  0.00277342 0.00405719 0.00294127 0.00287159],[0.04465877 0.02959205 0.08968612 0.08484364 0.01334604 0.00710803]
3424,[0.09085418 0.07190052 0.07932064 0.05078987 0.03988118 0.03129691],[0.05968692 0.04824444 0.04027537 0.03457149 0.02660514 0.02094428],[0.00112656 0.00283854 0.00359916 0.00488588 0.00428787 0.00393906],[0.0300407  0.02081754 0.03544611 0.0113325  0.00898817 0.00641357],[0.09085418 0.07190052 0.07932064 0.05078987 0.03988118 0.03129691],[0.05968692 0.04824444 0.04027537 0.03457149 0.02660514 0.02094428],[0.00112656 0.00283854 0.00359916 0.00488588 0.00428787 0.00393906],[0.0300407  0.02081754 0.03544611 0.0113325  0.00898817 0.00641357]
3425,[0.0876196  0.06955424 0.10277991 0.04356883 0.03835355 0.02941552],[0.04153074 0.04191989 0.0297067  0.02225872 0.01740092 0.01363637],[0.0010603  0.00299168 0.0029189  0.00430794 0.00360571 0.00344676],[0.04502855 0.02464267 0.07015432 0.01700217 0.01734692 0.01233239],[0.0876196  0.06955424 0.10277991 0.04356883 0.03835355 0.02941552],[0.04153074 0.04191989 0.0297067  0.02225872 0.01740092 0.01363637],[0.0010603  0.00299168 0.0029189  0.00430794 0.00360571 0.00344676],[0.04502855 0.02464267 0.07015432 0.01700217 0.01734692 0.01233239]
3426,[0.08962802 0.14200174 0.15040891 0.0795758  0.05214632 0.0372696 ],[0.04640844 0.0404617  0.04162743 0.03675121 0.02741483 0.01917128],[0.00089742 0.00327056 0.00804638 0.00839115 0.00565265 0.00436818],[0.04232216 0.09826948 0.10073509 0.03443344 0.01907883 0.01373015],[0.08962802 0.14200174 0.15040891 0.0795758  0.05214632 0.0372696 ],[0.04640844 0.0404617  0.04162743 0.03675121 0.02741483 0.01917128],[0.00089742 0.00327056 0.00804638 0.00839115 0.00565265 0.00436818],[0.04232216 0.09826948 0.10073509 0.03443344 0.01907883 0.01373015]
3427,[0.08435956 0.0883501  0.20302196 0.04823516 0.03553124 0.02884704],[0.04719722 0.03752187 0.03810355 0.03361948 0.02248862 0.01874293],[0.00107861 0.00181546 0.00276564 0.0029996  0.00422317 0.00297853],[0.03608373 0.04901277 0.16215277 0.01161608 0.00881945 0.00712559],[0.08435956 0.0883501  0.20302196 0.04823516 0.03553124 0.02884704],[0.04719722 0.03752187 0.03810355 0.03361948 0.02248862 0.01874293],[0.00107861 0.00181546 0.00276564 0.0029996  0.00422317 0.00297853],[0.03608373 0.04901277 0.16215277 0.01161608 0.00881945 0.00712559]
3428,[0.08891985 0.08577688 0.10757278 0.09071639 0.04087744 0.02987278],[0.0506609  0.04016575 0.04888226 0.03932522 0.02894757 0.02145007],[0.00104109 0.00242816 0.00322326 0.00410229 0.00400243 0.00395876],[0.03721786 0.04318297 0.05546725 0.04728889 0.00792745 0.00446394],[0.08891985 0.08577688 0.10757278 0.09071639 0.04087744 0.02987278],[0.0506609  0.04016575 0.04888226 0.03932522 0.02894757 0.02145007],[0.00104109 0.00242816 0.00322326 0.00410229 0.00400243 0.00395876],[0.03721786 0.04318297 0.05546725 0.04728889 0.00792745 0.00446394]
3429,[0.08170774 0.05552343 0.04804381 0.04012958 0.02823971 0.02333686],[0.05112606 0.03783976 0.02842086 0.02257317 0.01758873 0.01436928],[0.00130825 0.00214025 0.00214058 0.00254102 0.00229417 0.00227016],[0.02927344 0.01554341 0.01748237 0.0150154  0.00835682 0.00669742],[0.08170774 0.05552343 0.04804381 0.04012958 0.02823971 0.02333686],[0.05112606 0.03783976 0.02842086 0.02257317 0.01758873 0.01436928],[0.00130825 0.00214025 0.00214058 0.00254102 0.00229417 0.00227016],[0.02927344 0.01554341 0.01748237 0.0150154  0.00835682 0.00669742]
3430,[0.11507455 0.07750301 0.18618508 0.05135801 0.03615704 0.02691154],[0.04945698 0.04584967 0.03724594 0.02989016 0.022089   0.01776559],[0.00117709 0.00760458 0.00673107 0.00699987 0.00578768 0.00487613],[0.06444049 0.02404875 0.14220807 0.01446799 0.00828036 0.00426982],[0.11507455 0.07750301 0.18618508 0.05135801 0.03615704 0.02691154],[0.04945698 0.04584967 0.03724594 0.02989016 0.022089   0.01776559],[0.00117709 0.00760458 0.00673107 0.00699987 0.00578768 0.00487613],[0.06444049 0.02404875 0.14220807 0.01446799 0.00828036 0.00426982]
3431,[0.12005173 0.17290935 0.13224915 0.08881664 0.05810579 0.0400722 ],[0.05394067 0.04081097 0.0754859  0.04363028 0.03541324 0.02585273],[0.00099803 0.00462535 0.01718115 0.00819698 0.00568461 0.00483562],[0.06511303 0.12747303 0.03958209 0.03698937 0.01700794 0.00938385],[0.12005173 0.17290935 0.13224915 0.08881664 0.05810579 0.0400722 ],[0.05394067 0.04081097 0.0754859  0.04363028 0.03541324 0.02585273],[0.00099803 0.00462535 0.01718115 0.00819698 0.00568461 0.00483562],[0.06511303 0.12747303 0.03958209 0.03698937 0.01700794 0.00938385]
3432,[0.0891512  0.07443403 0.3430731  0.13299613 0.04407543 0.03346779],[0.05451167 0.03981053 0.02938799 0.09725145 0.03115359 0.02451873],[0.00129465 0.00283871 0.00544423 0.02443443 0.00423767 0.00396187],[0.03334489 0.03178479 0.30824087 0.01131026 0.00868416 0.00498719],[0.0891512  0.07443403 0.3430731  0.13299613 0.04407543 0.03346779],[0.05451167 0.03981053 0.02938799 0.09725145 0.03115359 0.02451873],[0.00129465 0.00283871 0.00544423 0.02443443 0.00423767 0.00396187],[0.03334489 0.03178479 0.30824087 0.01131026 0.00868416 0.00498719]
3433,[0.08893876 0.08461018 0.06158445 0.03829964 0.02924722 0.02307061],[0.0484042  0.03673553 0.03273566 0.02506247 0.01889232 0.01470782],[0.00115737 0.00216312 0.0032738  0.00315456 0.00303393 0.00295931],[0.0393772  0.04571152 0.02557499 0.01008261 0.00732097 0.00540349],[0.08893876 0.08461018 0.06158445 0.03829964 0.02924722 0.02307061],[0.0484042  0.03673553 0.03273566 0.02506247 0.01889232 0.01470782],[0.00115737 0.00216312 0.0032738  0.00315456 0.00303393 0.00295931],[0.0393772  0.04571152 0.02557499 0.01008261 0.00732097 0.00540349]
3434,[0.08994707 0.20599363 0.21498884 0.06022518 0.0429968  0.03350742],[0.04339622 0.04310128 0.04236322 0.03478981 0.02458241 0.01803971],[0.00113452 0.00280756 0.01614676 0.01354174 0.01131349 0.00998747],[0.04541633 0.16008479 0.15647886 0.01189364 0.0071009  0.00548024],[0.08994707 0.20599363 0.21498884 0.06022518 0.0429968  0.03350742],[0.04339622 0.04310128 0.04236322 0.03478981 0.02458241 0.01803971],[0.00113452 0.00280756 0.01614676 0.01354174 0.01131349 0.00998747],[0.04541633 0.16008479 0.15647886 0.01189364 0.0071009  0.00548024]
3435,[0.08027787 0.10570805 0.11275425 0.09809255 0.04328183 0.03487425],[0.05317047 0.04508288 0.05607224 0.03960419 0.03145685 0.02433458],[0.00129814 0.00265834 0.00443129 0.00585378 0.00502243 0.0050359 ],[0.02580926 0.05796683 0.05225072 0.05263458 0.00680255 0.00550377],[0.08027787 0.10570805 0.11275425 0.09809255 0.04328183 0.03487425],[0.05317047 0.04508288 0.05607224 0.03960419 0.03145685 0.02433458],[0.00129814 0.00265834 0.00443129 0.00585378 0.00502243 0.0050359 ],[0.02580926 0.05796683 0.05225072 0.05263458 0.00680255 0.00550377]
3436,[0.09475973 0.08490345 0.04504223 0.1001496  0.0268546  0.02147142],[0.04203072 0.03348515 0.02771426 0.02034451 0.01520399 0.01161373],[0.00129658 0.01002276 0.00901878 0.00791346 0.00685642 0.00602554],[0.05143242 0.04139553 0.00830919 0.07189163 0.00479418 0.00383215],[0.09475973 0.08490345 0.04504223 0.1001496  0.0268546  0.02147142],[0.04203072 0.03348515 0.02771426 0.02034451 0.01520399 0.01161373],[0.00129658 0.01002276 0.00901878 0.00791346 0.00685642 0.00602554],[0.05143242 0.04139553 0.00830919 0.07189163 0.00479418 0.00383215]
3437,[0.09396295 0.14053712 0.07486079 0.05069691 0.03634094 0.02804491],[0.04918959 0.05249235 0.04531251 0.03551807 0.02562279 0.01920326],[0.00128752 0.00345553 0.00567894 0.00433222 0.00399782 0.00380447],[0.04348583 0.08458925 0.02386934 0.01084661 0.00672032 0.00503718],[0.09396295 0.14053712 0.07486079 0.05069691 0.03634094 0.02804491],[0.04918959 0.05249235 0.04531251 0.03551807 0.02562279 0.01920326],[0.00128752 0.00345553 0.00567894 0.00433222 0.00399782 0.00380447],[0.04348583 0.08458925 0.02386934 0.01084661 0.00672032 0.00503718]
3438,[0.09226646 0.08882139 0.08771989 0.04836939 0.03361215 0.02675202],[0.05442999 0.04511917 0.06898003 0.03455104 0.02521654 0.01934987],[0.00103929 0.00253201 0.00300308 0.00250534 0.00314258 0.00373068],[0.03679718 0.0411702  0.01573678 0.01131301 0.00525303 0.00367147],[0.09226646 0.08882139 0.08771989 0.04836939 0.03361215 0.02675202],[0.05442999 0.04511917 0.06898003 0.03455104 0.02521654 0.01934987],[0.00103929 0.00253201 0.00300308 0.00250534 0.00314258 0.00373068],[0.03679718 0.0411702  0.01573678 0.01131301 0.00525303 0.00367147]
3439,[0.07785946 0.12677181 0.1629118  0.10186447 0.05512205 0.03699946],[0.04739116 0.03728204 0.04603289 0.07583377 0.04001509 0.02676072],[0.00127131 0.00266576 0.00538032 0.00821626 0.00546142 0.00421343],[0.029197   0.08682402 0.11149859 0.01781444 0.00964554 0.00602531],[0.07785946 0.12677181 0.1629118  0.10186447 0.05512205 0.03699946],[0.04739116 0.03728204 0.04603289 0.07583377 0.04001509 0.02676072],[0.00127131 0.00266576 0.00538032 0.00821626 0.00546142 0.00421343],[0.029197   0.08682402 0.11149859 0.01781444 0.00964554 0.00602531]
3440,[0.07820841 0.05868551 0.16984893 0.11753994 0.04688661 0.03642716],[0.03947846 0.03366839 0.02501973 0.02139227 0.02397506 0.01811738],[0.00119976 0.00175847 0.00266889 0.00472487 0.00554465 0.00455932],[0.03753019 0.02325865 0.14216031 0.09142279 0.0173669  0.01375046],[0.07820841 0.05868551 0.16984893 0.11753994 0.04688661 0.03642716],[0.03947846 0.03366839 0.02501973 0.02139227 0.02397506 0.01811738],[0.00119976 0.00175847 0.00266889 0.00472487 0.00554465 0.00455932],[0.03753019 0.02325865 0.14216031 0.09142279 0.0173669  0.01375046]
3441,[0.08151095 0.09915612 0.05167691 0.03885753 0.03052672 0.02323474],[0.04268008 0.03340358 0.02856311 0.02212609 0.0169044  0.01318508],[0.00130028 0.00165698 0.00272876 0.00374538 0.00329825 0.00305658],[0.03753058 0.06409556 0.02038505 0.01298606 0.01032408 0.00699308],[0.08151095 0.09915612 0.05167691 0.03885753 0.03052672 0.02323474],[0.04268008 0.03340358 0.02856311 0.02212609 0.0169044  0.01318508],[0.00130028 0.00165698 0.00272876 0.00374538 0.00329825 0.00305658],[0.03753058 0.06409556 0.02038505 0.01298606 0.01032408 0.00699308]
3442,[0.06900094 0.08883289 0.08194614 0.03339653 0.02706884 0.0234363 ],[0.0409222  0.03076888 0.02365535 0.02222433 0.01708904 0.01328051],[0.0011     0.00336466 0.00635182 0.00485905 0.00430035 0.00401503],[0.02697873 0.05469935 0.05193897 0.00631315 0.00567946 0.00614075],[0.06900094 0.08883289 0.08194614 0.03339653 0.02706884 0.0234363 ],[0.0409222  0.03076888 0.02365535 0.02222433 0.01708904 0.01328051],[0.0011     0.00336466 0.00635182 0.00485905 0.00430035 0.00401503],[0.02697873 0.05469935 0.05193897 0.00631315 0.00567946 0.00614075]
3443,[0.08900849 0.12869282 0.06592727 0.06015932 0.03525557 0.02692007],[0.04968433 0.04445211 0.04554732 0.03398261 0.02366832 0.0183614 ],[0.00126947 0.0035852  0.00336111 0.00396271 0.00299934 0.0028066 ],[0.03805469 0.08065551 0.01701884 0.022214   0.0085879  0.00575208],[0.08900849 0.12869282 0.06592727 0.06015932 0.03525557 0.02692007],[0.04968433 0.04445211 0.04554732 0.03398261 0.02366832 0.0183614 ],[0.00126947 0.0035852  0.00336111 0.00396271 0.00299934 0.0028066 ],[0.03805469 0.08065551 0.01701884 0.022214   0.0085879  0.00575208]
3444,[0.08489586 0.1320086  0.09580706 0.07773854 0.06067786 0.04454506],[0.05396483 0.04166828 0.04254843 0.04137345 0.03354148 0.02648349],[0.00114897 0.0035725  0.00773427 0.00582264 0.00529667 0.00472531],[0.02978206 0.08676782 0.04552436 0.03054245 0.0218397  0.01333626],[0.08489586 0.1320086  0.09580706 0.07773854 0.06067786 0.04454506],[0.05396483 0.04166828 0.04254843 0.04137345 0.03354148 0.02648349],[0.00114897 0.0035725  0.00773427 0.00582264 0.00529667 0.00472531],[0.02978206 0.08676782 0.04552436 0.03054245 0.0218397  0.01333626]
3445,[0.10443266 0.25924371 0.18584089 0.06780664 0.06125024 0.0352301 ],[0.04786779 0.03526407 0.07322401 0.03177104 0.02634765 0.02304831],[0.00146873 0.00310174 0.01430736 0.0075643  0.00660371 0.00572072],[0.05509615 0.2208779  0.09830953 0.02847129 0.02829888 0.00646107],[0.10443266 0.25924371 0.18584089 0.06780664 0.06125024 0.0352301 ],[0.04786779 0.03526407 0.07322401 0.03177104 0.02634765 0.02304831],[0.00146873 0.00310174 0.01430736 0.0075643  0.00660371 0.00572072],[0.05509615 0.2208779  0.09830953 0.02847129 0.02829888 0.00646107]
3446,[0.07701551 0.05277525 0.05062254 0.04949629 0.03926748 0.02451561],[0.04969704 0.03699371 0.02797385 0.02294714 0.01962026 0.01629667],[0.0012136  0.00145649 0.00184091 0.00218387 0.00225061 0.00223255],[0.02610487 0.01432505 0.02080778 0.02436528 0.01739661 0.0059864 ],[0.07701551 0.05277525 0.05062254 0.04949629 0.03926748 0.02451561],[0.04969704 0.03699371 0.02797385 0.02294714 0.01962026 0.01629667],[0.0012136  0.00145649 0.00184091 0.00218387 0.00225061 0.00223255],[0.02610487 0.01432505 0.02080778 0.02436528 0.01739661 0.0059864 ]
3447,[0.10115136 0.08660156 0.06955099 0.05409062 0.0356365  0.05194484],[0.05688529 0.04965948 0.04019909 0.03262685 0.02470995 0.01907124],[0.00129045 0.00374504 0.0040522  0.00442512 0.00394581 0.0038839 ],[0.04297562 0.03319704 0.0252997  0.01703866 0.00698074 0.0289897 ],[0.10115136 0.08660156 0.06955099 0.05409062 0.0356365  0.05194484],[0.05688529 0.04965948 0.04019909 0.03262685 0.02470995 0.01907124],[0.00129045 0.00374504 0.0040522  0.00442512 0.00394581 0.0038839 ],[0.04297562 0.03319704 0.0252997  0.01703866 0.00698074 0.0289897 ]
3448,[0.10726511 0.1045435  0.06848972 0.05364433 0.05246874 0.03138733],[0.04524662 0.03919447 0.05034396 0.0345901  0.02466565 0.01916758],[0.00117028 0.00275063 0.00465977 0.00330853 0.00387396 0.00400848],[0.06084821 0.06259839 0.01348599 0.01574569 0.02392913 0.00821126],[0.10726511 0.1045435  0.06848972 0.05364433 0.05246874 0.03138733],[0.04524662 0.03919447 0.05034396 0.0345901  0.02466565 0.01916758],[0.00117028 0.00275063 0.00465977 0.00330853 0.00387396 0.00400848],[0.06084821 0.06259839 0.01348599 0.01574569 0.02392913 0.00821126]
3449,[0.09091526 0.07525918 0.07644407 0.05974982 0.04292932 0.03129792],[0.05730845 0.04719432 0.03630533 0.03333759 0.02797325 0.0220889 ],[0.00121035 0.0021767  0.00291748 0.00356558 0.00353751 0.00318756],[0.03239646 0.02588816 0.03722126 0.02284665 0.01141855 0.00602147],[0.09091526 0.07525918 0.07644407 0.05974982 0.04292932 0.03129792],[0.05730845 0.04719432 0.03630533 0.03333759 0.02797325 0.0220889 ],[0.00121035 0.0021767  0.00291748 0.00356558 0.00353751 0.00318756],[0.03239646 0.02588816 0.03722126 0.02284665 0.01141855 0.00602147]
3450,[0.07508952 0.05850671 0.05373877 0.05427372 0.08175574 0.0417177 ],[0.05026274 0.03851282 0.02923627 0.02244121 0.01955082 0.02386664],[0.00122496 0.00187989 0.00264313 0.00296427 0.00287412 0.00388108],[0.02360182 0.018114   0.02185938 0.02886824 0.0593308  0.01396998],[0.07508952 0.05850671 0.05373877 0.05427372 0.08175574 0.0417177 ],[0.05026274 0.03851282 0.02923627 0.02244121 0.01955082 0.02386664],[0.00122496 0.00187989 0.00264313 0.00296427 0.00287412 0.00388108],[0.02360182 0.018114   0.02185938 0.02886824 0.0593308  0.01396998]
3451,[0.07458746 0.0826712  0.14803592 0.06188768 0.04122818 0.03078683],[0.0472698  0.0403343  0.03778607 0.03687575 0.02708017 0.02060445],[0.0012519  0.00278714 0.01217335 0.00748562 0.00517827 0.00429408],[0.02606575 0.03954977 0.09807649 0.01752632 0.00896975 0.00588831],[0.07458746 0.0826712  0.14803592 0.06188768 0.04122818 0.03078683],[0.0472698  0.0403343  0.03778607 0.03687575 0.02708017 0.02060445],[0.0012519  0.00278714 0.01217335 0.00748562 0.00517827 0.00429408],[0.02606575 0.03954977 0.09807649 0.01752632 0.00896975 0.00588831]
3452,[0.10346962 0.12719566 0.08854053 0.05208216 0.03721951 0.02945957],[0.05719445 0.04489905 0.04805136 0.03475423 0.02683727 0.0203238 ],[0.00099477 0.00630726 0.00674897 0.00570404 0.00536394 0.00543649],[0.0452804  0.07598934 0.0337402  0.01162389 0.0050183  0.00369928],[0.10346962 0.12719566 0.08854053 0.05208216 0.03721951 0.02945957],[0.05719445 0.04489905 0.04805136 0.03475423 0.02683727 0.0203238 ],[0.00099477 0.00630726 0.00674897 0.00570404 0.00536394 0.00543649],[0.0452804  0.07598934 0.0337402  0.01162389 0.0050183  0.00369928]
